Tax_ID,VAT_Rate
2918150000,13%
2918160000,13%
2918170000,13%
2918180000,13%
2918190010,13%
2918190020,13%
2918190030,13%
2918190090,13%
2918211000,13%
2918219000,13%
2918221000,13%
2918229000,13%
2918230000,13%
2918290000,13%
2918300010,13%
2918300021,13%
2918300090,13%
2918910000,13%
2918990010,13%
2918990042,13%
2918990090,13%
2919100000,13%
2919900020,13%
2919900030,13%
2919900090,13%
2920110000,13%
2920190010,13%
2920190090,13%
2920210000,13%
2920220000,13%
2920230000,13%
2920240000,13%
2920291000,13%
2920299010,13%
2920299090,13%
2920300000,13%
2920900011,13%
2920900017,13%
2920900020,13%
2920900030,13%
2920900090,13%
2921110030,13%
2921110040,13%
2921110050,13%
2921110090,13%
2921120000,13%
2921130000,13%
2921140000,13%
2921191000,13%
2921192000,13%
2921193000,13%
2921194000,13%
2921195000,13%
2921196000,13%
2921199011,13%
2921199020,13%
2921199030,13%
2921199090,13%
2921211000,13%
2921219000,13%
2921221000,13%
2921229000,13%
2921290010,13%
2921290020,13%
2921290090,13%
2921300010,13%
2921300030,13%
2921300040,13%
2921300090,13%
2921411000,13%
2921419000,13%
2921420010,13%
2921420020,13%
2921420090,13%
2921430001,13%
2921430003,13%
2921430020,13%
2921430090,13%
2921440000,13%
2921450000,13%
2921460000,13%
2921491000,13%
2921492000,13%
2921493000,13%
2921494000,13%
2921499010,13%
2921499033,13%
2921499034,13%
2921499035,13%
2921499090,13%
2921511000,13%
2921519010,13%
2921519030,13%
2921519090,13%
2921590020,13%
2921590030,13%
2921590090,13%
2922110001,13%
2922110090,13%
2922120001,13%
2922120002,13%
2922120090,13%
2922140000,13%
2922150000,13%
2922160000,13%
2922170000,13%
2922180000,13%
2922191000,13%
2922192100,13%
2922192210,13%
2922192290,13%
2922192900,13%
2922193000,13%
2922194000,13%
2922195000,13%
2922199010,13%
2922199020,13%
2922199030,13%
2922199041,13%
2922199050,13%
2922199090,13%
2922210000,13%
2922291000,13%
2922299010,13%
2922299090,13%
2922310000,13%
2922391000,13%
2922392000,13%
2922399020,13%
2922399060,13%
2922399090,13%
2922411000,13%
2922419000,13%
2922421000,13%
2922422000,13%
2922429000,13%
2922431000,13%
2922439000,13%
2922440000,13%
2922491100,13%
2922491910,13%
2922491990,13%
2922499100,13%
2922499919,13%
2922499920,13%
2922499930,13%
2922499990,13%
2922501000,13%
2922502010,13%
2922502020,13%
2922509010,13%
2922509091,3%
2922509092,13%
2922509099,13%
2923100000,13%
2923200000,13%
2923300000,13%
2923400000,13%
2923900010,13%
2923900020,13%
2923900090,13%
2924110000,13%
2924120010,13%
2924120090,13%
2924191000,13%
2924199020,13%
2924199030,13%
2924199050,13%
2924199090,13%
2924210030,13%
2924210040,13%
2924210090,13%
2924230010,13%
2924230090,13%
2924240000,13%
2924250000,13%
2924291000,13%
2924292000,13%
2924293000,13%
2924299001,13%
2924299002,13%
2924299003,13%
2924299004,13%
2924299040,13%
2924299050,13%
2924299061,13%
2924299070,13%
2924299091,3%
2924299092,13%
2925110000,13%
2925120000,13%
2925190010,13%
2925190020,13%
2925190090,13%
2925210000,13%
2925290010,13%
2925290020,13%
2925290090,13%
2926100000,13%
2926200000,13%
2926300000,13%
2926400000,13%
2926901000,13%
2926902000,13%
2926909011,13%
2926909012,13%
2926909013,13%
2926909020,13%
2926909071,13%
2926909082,13%
2926909083,13%
2926909090,13%
2927000010,13%
2927000090,13%
2928000010,13%
2928000020,13%
2928000030,13%
2928000090,13%
2929101000,13%
2929102000,13%
2929103000,13%
2929104000,13%
2929109000,13%
2929901000,13%
2929902000,13%
2929903000,13%
2929909010,13%
2929909014,13%
2929909015,13%
2929909020,13%
2929909090,13%
2930100000,13%
2930200010,13%
2930200090,13%
2930300010,13%
2930300090,13%
2930400000,13%
2930600000,13%
2930700000,13%
2930800010,13%
2930800020,13%
2930800030,13%
2930901000,13%
2930902000,13%
2930903000,13%
2930909031,13%
2930909032,13%
2930909041,13%
2930909042,13%
2930909043,13%
2930909044,13%
2930909045,13%
2930909046,13%
2930909068,3%
2930909069,13%
2931100000,13%
2931200000,13%
2931410000,13%
2931420000,13%
2931430000,13%
2931440000,13%
2931450000,13%
2931460000,13%
2931470000,13%
2931480000,13%
00090000,No data found
2931491000,13%
2931499010,13%
2931499020,13%
2931499030,13%
2931499090,13%
2931510000,13%
2931520000,13%
2931530000,13%
2931540000,13%
2931590001,13%
2931590040,13%
2931590050,13%
2931590060,13%
2931590070,13%
2931590080,13%
2931590090,13%
2931900001,13%
2931900002,13%
2931900003,13%
2931900017,13%
2931900032,13%
2931900040,13%
2931900051,13%
2931900052,13%
2931900053,13%
2931900090,13%
2932110000,13%
2932120000,13%
2932130000,13%
2932140000,13%
2932190017,13%
2932190020,13%
2932190030,13%
2932190040,13%
2932190090,13%
2932201000,13%
2932209010,13%
2932209020,13%
2932209031,13%
2932209090,13%
2932910000,13%
2932920000,13%
2932930000,13%
2932940000,13%
2932950000,13%
2932960000,13%
2932991000,13%
2932992000,13%
2932993000,13%
2932999001,13%
2932999021,3%
2932999029,3%
2932999032,13%
2932999033,3%
2932999034,13%
2932999035,13%
2932999036,13%
2932999037,13%
2932999041,13%
2933110000,13%
2933192000,13%
2933199017,13%
2933199020,3%
2933199030,13%
2933199090,13%
2933210000,13%
2933290010,13%
2933290020,13%
2933290031,13%
2933290090,13%
2933310010,13%
2933310090,13%
2933321000,13%
2933322000,13%
2933330040,13%
2933330050,13%
2933340010,13%
2933340090,13%
2933350000,13%
2933360000,13%
2933370000,13%
2933391000,13%
2933399011,13%
2933399012,13%
2933399014,13%
2933399015,13%
2933399016,13%
2933399071,13%
2933399072,13%
2933399073,13%
2933399074,13%
2933399091,3%
2933410000,13%
2933490016,13%
2933490024,13%
2933490040,3%
2933490050,13%
2933490090,13%
2933520000,13%
2933530000,13%
2933540000,13%
2933550000,13%
2933591000,13%
2933592000,13%
2933599053,13%
2933599054,13%
2933599055,13%
2933599056,13%
2933599057,13%
2933599060,13%
2933599070,13%
2933599091,3%
2933599092,13%
2933599099,13%
2933610000,13%
2933691000,13%
2933692100,13%
2933692200,13%
2933692910,13%
2933692990,13%
2933699011,13%
2933699020,13%
2933699091,3%
2933699092,13%
2933699099,13%
2933710000,13%
2933720000,13%
2933790020,13%
2933790041,13%
2933790042,3%
2933790043,13%
2933790044,13%
2933790052,13%
2933790091,3%
2933790092,13%
2933790099,13%
2933910011,13%
2933910012,13%
2933910013,13%
2933910014,13%
2933910015,13%
2933910016,13%
2933910017,13%
2933910018,13%
2933910021,13%
2933910022,13%
2933920000,13%
2933990025,13%
2933990026,13%
2933990027,13%
2933990031,13%
2933990032,13%
2933990040,13%
2933990061,13%
2933990062,13%
2933990091,13%
2933990092,3%
2934101000,13%
2934109021,13%
2934109091,3%
2934109092,13%
2934109099,13%
2934200021,3%
2934200023,13%
2934200031,13%
2934200090,13%
2934300000,13%
2934910000,13%
2934920010,13%
2934920090,13%
2934991000,13%
2934992000,13%
2934993010,13%
2934993090,13%
2934994000,13%
2934995000,13%
2934996000,13%
2934997000,13%
2934999001,13%
2934999011,13%
2934999012,13%
2934999013,13%
2934999014,13%
2934999022,13%
2934999065,13%
2934999076,3%
2934999077,13%
2934999084,13%
2935100000,13%
2935200000,13%
2935300000,13%
2935400000,13%
2935500000,13%
2935900036,3%
2935900037,13%
2935900038,13%
2935900039,13%
2935900041,13%
2935900042,13%
2935900043,13%
2935900090,13%
2936210000,13%
2936220000,13%
2936230000,13%
2936240000,13%
2936250000,13%
2936260000,13%
2936270000,13%
2936280000,13%
2936290000,13%
2936901000,13%
2936909000,13%
2937110030,13%
2937110090,13%
2937121000,13%
2937129000,13%
2937190020,13%
2937190030,13%
2937190091,3%
2937190092,13%
2937190099,13%
2937210000,13%
2937221000,13%
2937229000,13%
2937231100,13%
2937231910,3%
2937231920,13%
2937231990,13%
2937239010,13%
2937239090,13%
2937290040,13%
2937290091,3%
2937290092,13%
2937290099,13%
2937500010,3%
2937500020,13%
2937500090,13%
2937900010,13%
2937900011,13%
2937900090,13%
2938100000,13%
2938901000,13%
2938909010,13%
2938909020,13%
2938909030,13%
2938909040,13%
2938909090,13%
2939110000,13%
2939190011,13%
2939190090,13%
2939200000,13%
2939300000,13%
2939410011,13%
2939410090,13%
2939420030,13%
2939420090,13%
2939430000,13%
2939440000,13%
2939450000,13%
2939490011,13%
2939490030,13%
2939490040,13%
2939490091,13%
2939490099,13%
2939510000,13%
2939590000,13%
2939610010,13%
2939610090,13%
2939620010,13%
2939620090,13%
2939630010,13%
2939630090,13%
2939690010,13%
2939690090,13%
2939721000,13%
2939729000,13%
2939791010,13%
2939791090,13%
2939792010,13%
2939792090,13%
2939799010,13%
2939799091,3%
2939799092,13%
2939799099,13%
2939801000,13%
2939809010,13%
2939809090,13%
2940001000,13%
2940009010,13%
2940009090,13%
2941101100,13%
2941101200,13%
2941101900,13%
2941109100,13%
2941109200,13%
2941109400,13%
2941109500,13%
2941109600,13%
2941109900,13%
2941200000,13%
2941301100,13%
2941301200,13%
2941302000,13%
2941400000,13%
2941500000,13%
2941901000,13%
2941902000,13%
2941903000,13%
2941904000,13%
2941905200,13%
2941905300,13%
2941905400,13%
2941905500,13%
2941905600,13%
2941905700,13%
2941905800,13%
2941905910,13%
2941905990,13%
2941906000,13%
2941907000,13%
2941909013,13%
2941909014,13%
2941909015,13%
2941909091,3%
2941909092,13%
2941909099,13%
2942000000,13%
3001200010,13%
3001200021,13%
3001200029,13%
3001200090,13%
3001901000,13%
3001909011,13%
3001909019,13%
3001909020,13%
3001909091,13%
3001909092,13%
3001909099,13%
3002150040,13%
3002150050,13%
3002150090,13%
3002410011,13%
3002410019,13%
3002410090,13%
3002420000,13%
3002492000,13%
3002493010,13%
3002493020,13%
3002493030,13%
3002493090,13%
3002499010,13%
3002499020,13%
3002499090,13%
3002510010,3%
3002510090,13%
3002590000,13%
3002904010,13%
3002904090,13%
3002909001,13%
3002909010,13%
3002909090,13%
3003101100,13%
3003101200,13%
3003101300,13%
3003101900,13%
3003109000,13%
3003201100,13%
3003201200,13%
3003201300,13%
3003201400,13%
3003201500,13%
3003201600,13%
3003201700,13%
3003201800,13%
3003201900,13%
3003209000,13%
3003310000,13%
3003390000,13%
3003410000,13%
3003420000,13%
3003430000,13%
3003490010,13%
3003490090,13%
3003601000,13%
3003609010,13%
3003609020,13%
3003609090,13%
3003900010,13%
3003900020,13%
3003900030,13%
3003900040,13%
3003900090,13%
3004101100,13%
3004101210,13%
3004101290,13%
3004101300,13%
3004101910,13%
3004101990,13%
3004109000,13%
3004201100,13%
3004201200,13%
3004201300,13%
3004201400,13%
3004201500,13%
3004201600,13%
3004201700,13%
3004201800,13%
3004201920,13%
3004201990,13%
3004209020,13%
3004209091,3%
3004209099,13%
3004311010,13%
3004311090,13%
3004319010,13%
3004319090,13%
3004320010,13%
3004320061,13%
3004320099,13%
3004390021,3%
3004390029,13%
3004390040,13%
3004390091,3%
3004390095,3%
3004390099,13%
3004410010,13%
3004410020,13%
3004410090,13%
3004420010,13%
3004420020,13%
3004420090,13%
3004430010,13%
3004430090,13%
3004490010,13%
3004490020,13%
3004490031,13%
3004490039,13%
3004490040,13%
3004490050,13%
3004490061,13%
3004490062,13%
3004490063,13%
3004490070,13%
3004500000,13%
3004601000,13%
3004609010,13%
3004609021,13%
3004609029,13%
3004609030,13%
3004609090,13%
3004901010,13%
3004901020,3%
3004901030,3%
3004901090,13%
3004902000,13%
3004905110,13%
3004905190,13%
3004905210,13%
3004905290,13%
3004905310,13%
3004905390,13%
3004905400,13%
3004905510,13%
3004905590,13%
3004905910,13%
3004905920,3%
3004905990,13%
3004909010,13%
3004909021,3%
3004909029,13%
3004909030,13%
3004909041,13%
3004909042,13%
3004909049,13%
3004909050,13%
3004909060,13%
3004909082,13%
3005101000,13%
3005109000,13%
3005901000,13%
3005909000,13%
3006100000,13%
3006300010,13%
3006300090,13%
3006400000,13%
3006500000,13%
3006601000,0
3006609000,0
3006700000,13%
3006910000,13%
3006920000,13%
3006930000,13%
00310100,No data found
3101001100,9%
3101001910,9%
3101001990,9%
3101009020,9%
3101009090,9%
3102100010,9%
3102100090,9%
3102210000,9%
3102290000,9%
3102300000,9%
3102400000,9%
3102500000,9%
3102600000,9%
3102800000,9%
3102901000,9%
3102909000,9%
3103111000,9%
3103119000,9%
3103190000,9%
3103900000,9%
3104202000,9%
3104209000,9%
3104300000,9%
3104901000,9%
3104909000,9%
3105100010,9%
3105100090,9%
3105200010,9%
3105200090,9%
3105300010,9%
3105300090,9%
3105400000,9%
3105510000,9%
3105590000,9%
3105600000,9%
00100000,No data found
3105901000,9%
3105909000,9%
3201100000,13%
3201200000,13%
3201901010,13%
3201901090,13%
3201909000,13%
3202100000,13%
3202900010,13%
3202900090,13%
3203001100,13%
3203001910,13%
3203001990,13%
3203002000,13%
3204110000,13%
3204120000,13%
3204130000,13%
3204140000,13%
3204151000,13%
3204159000,13%
3204160000,13%
3204170010,13%
3204170020,13%
3204170090,13%
3204181000,13%
3204182000,13%
3204191100,13%
3204191900,13%
3204199000,13%
3204200000,13%
3204901000,13%
3204909000,13%
3205000000,13%
3206111100,13%
3206111900,13%
3206119000,13%
3206190000,13%
3206200000,13%
3206410000,13%
3206421000,13%
3206429000,13%
3206491100,13%
3206491900,13%
3206499000,13%
3206500000,13%
3207100000,13%
3207200000,13%
3207300000,13%
3207400000,13%
3208100010,13%
3208100020,13%
3208100090,13%
3208201020,13%
3208201030,13%
3208201090,13%
3208202010,13%
3208202020,13%
3208202090,13%
3208901011,13%
3208901019,13%
3208901091,13%
3208901099,13%
3208909010,13%
3208909021,13%
3208909022,13%
3208909090,13%
3209100010,13%
3209100020,13%
3209100090,13%
3209901010,13%
3209901020,13%
3209901090,13%
3209902010,13%
3209902020,13%
3209902090,13%
3209909010,13%
3209909021,13%
3209909022,13%
3209909090,13%
3210000020,13%
3210000090,13%
3211000000,13%
3212100000,13%
3212900010,13%
3212900090,13%
3213100000,13%
3213900000,13%
3214101000,13%
3214109000,13%
3214900010,13%
3214900090,13%
3215110010,13%
3215110090,13%
3215190010,13%
3215190090,13%
3215901000,13%
3215902000,13%
3215909000,13%
3301120000,13%
3301130000,13%
3301191000,13%
3301199000,13%
3301240000,13%
3301250000,13%
3301291000,13%
3301292000,13%
3301293000,13%
3301294000,13%
3301295000,13%
3301296000,13%
3301299100,13%
3301299910,13%
3301299991,13%
3301299999,13%
3301301000,13%
3301309010,13%
3301309090,13%
3301901010,13%
3301901090,13%
3301902000,13%
3301909000,13%
3302101000,13%
3302109001,13%
3302109090,13%
3302900000,13%
3303000010,Error: Rate extraction failed
3303000020,Error: Rate extraction failed
3304100011,Error: Rate extraction failed
3304100012,Error: Rate extraction failed
3304100013,Error: Rate extraction failed
3304100020,Error: Rate extraction failed
3304100091,Error: Rate extraction failed
3304100092,Error: Rate extraction failed
3304100093,Error: Rate extraction failed
3304200011,Error: Rate extraction failed
3304200012,Error: Rate extraction failed
3304200013,Error: Rate extraction failed
3304200020,Error: Rate extraction failed
3304200091,Error: Rate extraction failed
3304200092,Error: Rate extraction failed
3304200093,Error: Rate extraction failed
3304300001,Error: Rate extraction failed
3304300002,Error: Rate extraction failed
3304300003,Error: Rate extraction failed
3304300004,Error: Rate extraction failed
3304910010,Error: Rate extraction failed
3304910090,Error: Rate extraction failed
3304990010,Error: Rate extraction failed
3304990021,Error: Rate extraction failed
3304990029,Error: Rate extraction failed
3304990031,Error: Rate extraction failed
3304990039,Error: Rate extraction failed
3304990041,Error: Rate extraction failed
3304990049,Error: Rate extraction failed
3304990091,Error: Rate extraction failed
3304990099,Error: Rate extraction failed
3305100010,13%
3305100090,13%
3305200000,13%
3305300000,13%
3305900000,13%
3306101010,13%
3306101090,13%
3306109000,13%
3306200000,13%
3306901000,13%
3306909000,13%
3307100000,13%
3307200000,13%
3307300000,13%
3307410000,13%
3307490000,13%
3307900000,13%
3401110010,13%
3401110090,13%
3401191000,13%
3401199010,13%
3401199090,13%
3401200010,13%
3401200090,13%
3401300010,13%
3401300090,13%
3402310000,13%
3402390000,13%
3402410000,13%
3402420000,13%
3402490000,13%
3402501000,13%
3402509000,13%
3402900000,13%
3403110000,13%
3403190000,13%
3403910000,13%
3403990000,13%
3404200000,13%
3404900010,13%
3404900090,13%
3405100000,13%
3405200000,13%
3405300000,13%
3405400000,13%
3405900000,13%
3406000010,13%
3406000090,13%
3407001000,13%
3407002000,13%
3407009000,13%
3501100000,13%
3501900000,13%
3502110000,13%
3502190000,13%
3502200010,13%
3502200020,13%
3502200090,13%
3502900000,13%
3503001000,13%
3503009000,13%
3504001000,13%
3504002000,13%
3504009000,13%
3505100000,13%
3505200000,13%
3506100010,13%
3506100090,13%
3506911000,13%
3506912000,13%
3506919010,13%
3506919020,13%
3506919090,13%
3506990000,13%
3507100000,13%
3507901000,13%
3507902000,13%
3507909010,3%
3507909020,13%
3507909090,13%
3601000040,13%
3601000092,13%
3601000099,13%
3602001010,13%
3602001020,13%
3602001091,13%
3602001099,13%
3602009010,13%
3602009091,13%
3602009099,13%
3603100010,13%
3603100090,13%
3603200010,13%
3603200090,13%
3603300010,13%
3603300090,13%
3603400010,13%
3603400030,13%
3603400090,13%
3603500010,13%
3603500020,13%
3603500090,13%
3603600010,13%
3603600020,13%
3603600090,13%
3604100000,13%
3604900010,13%
3604900090,13%
3605000000,13%
3606100000,13%
3606901100,13%
3606901900,13%
3606909000,13%
3701100000,13%
3701200000,13%
3701302100,13%
3701302200,13%
3701302400,13%
3701302500,13%
3701302900,13%
3701309000,13%
3701910000,13%
3701992000,13%
10625,No data found
3701999000,13%
3702100000,13%
3702311000,13%
3702319000,13%
3702321000,13%
3702322000,13%
3702329000,13%
3702392000,13%
3702399000,13%
3702410000,13%
3702422100,13%
4375,No data found
02000000,No data found
3702422900,13%
3702429201,13%
3702429290,13%
3702429900,13%
8333333333,No data found
37024321,No data found
3702432900,13%
3702439000,13%
3702442100,13%
3702442200,13%
3702442900,13%
3702449000,13%
3702520000,13%
3702530000,13%
3702541000,13%
3702549000,13%
3702552000,13%
3702559000,13%
3702562000,13%
3702569000,13%
3702960000,13%
00300000,No data found
3702970000,13%
3702980000,13%
3703101000,13%
3703109000,13%
3703201000,13%
3703209000,13%
3703901000,13%
3703909000,13%
3704001010,13%
3704001020,13%
3704001090,13%
3704009010,13%
3704009090,13%
3705001010,13%
3705001020,13%
3705001090,13%
3705002110,13%
3705002190,13%
3705002910,13%
3705002990,13%
3705009010,13%
3705009090,13%
3706101010,13%
3706101090,13%
3706109010,13%
3706109090,13%
3706901010,13%
3706901090,13%
3706909010,13%
3706909090,13%
3707100001,13%
3707100090,13%
3707901000,13%
3707902000,13%
3707909010,13%
3707909090,13%
3801100040,13%
3801100090,13%
3801200000,13%
3801300000,13%
3801901000,13%
3801909010,13%
3801909090,13%
3802101000,13%
3802109000,13%
3802900010,13%
3802900090,13%
3803000000,13%
3804000010,13%
3804000090,13%
3805100000,13%
3805901000,13%
3805909000,13%
3806101000,13%
3806102000,13%
3806201000,13%
3806209000,13%
3806300000,13%
3806900000,13%
3807000000,13%
3808520000,9%
3808592050,9%
3808592060,9%
3808592070,9%
3808592090,9%
3808599050,9%
3808599060,9%
3808599070,9%
3808599090,9%
3808610000,9%
03000000,No data found
3808620000,9%
00075000,No data found
3808690000,9%
3808911100,13%
3808911210,9%
3808911290,9%
3808911930,9%
3808911990,9%
3808919040,9%
3808919090,9%
3808921010,13%
3808921090,13%
3808929010,13%
3808929021,13%
3808929029,9%
3808929030,13%
3808929090,9%
3808931110,9%
3808931190,9%
3808931920,9%
3808931990,9%
3808939110,9%
3808939190,9%
3808939910,9%
3808939990,9%
3808940010,13%
3808940030,9%
3808940040,9%
3808940090,9%
3808991000,9%
3808999000,9%
3809100000,13%
3809910000,13%
3809920000,13%
3809930000,13%
3810100000,13%
3810900000,13%
3811110000,13%
3811190000,13%
3811210000,13%
3811290000,13%
3811900000,13%
3812100000,13%
3812200000,13%
3812310000,13%
3812391000,13%
3812399000,13%
3813001000,13%
3813002000,13%
3814000000,13%
3815110000,13%
3815120010,13%
3815120090,13%
3815190000,13%
3815900000,13%
3816001000,13%
3816002000,13%
3817000000,13%
3818001100,13%
3818001910,13%
3818001920,13%
3818001990,13%
3818009020,13%
3818009021,13%
3818009090,13%
3819000000,13%
00007000,No data found
3820000000,13%
3821000000,13%
3822110010,13%
3822110090,13%
3822120000,13%
3822130000,13%
3822190010,13%
3822190020,13%
3822190030,13%
3822190090,13%
3822900000,13%
3823110000,13%
3823120000,13%
3823130000,13%
3823190001,13%
3823190002,13%
3823190090,13%
3823700000,13%
3824100000,13%
3824300010,13%
3824300090,13%
3824401000,13%
3824409000,13%
3824500000,13%
3824600000,13%
3824810000,13%
3824820010,13%
3824820090,13%
3824830000,13%
3824840000,13%
3824850000,13%
3824860000,13%
3824870000,13%
3824880010,13%
3824880020,13%
3824890000,13%
3824910000,13%
3824920000,13%
3824991000,13%
3824992000,13%
3824993000,13%
3824999100,13%
3824999200,13%
3824999300,13%
3824999910,13%
3824999921,13%
3824999950,13%
3824999960,13%
3824999970,13%
3824999980,13%
3824999991,13%
3824999992,13%
3824999993,13%
3824999994,13%
3825100000,13%
3825200000,13%
3825300000,13%
3825410000,13%
3825490000,13%
3825500000,13%
3825610000,13%
3825690020,13%
3825690090,13%
3825900010,13%
3825900090,13%
3826000001,13%
3826000090,13%
3827110010,13%
3827110090,13%
3827120000,13%
3827130000,13%
3827140000,13%
3827200000,13%
3827310000,13%
3827320000,13%
3827390000,13%
3827400000,13%
3827510000,13%
3827590000,13%
3827610000,13%
3827620000,13%
00005500,No data found
3827630000,13%
00004000,No data found
3827640000,13%
3827650000,13%
3827680000,13%
29034129,No data found
3827690000,13%
3827900000,13%
3901100001,13%
3901100090,13%
3901200011,13%
3901200019,13%
3901200091,13%
3901200099,13%
3901300000,13%
3901401010,13%
3901401090,13%
3901402010,13%
3901402090,13%
3901409000,13%
3901901000,13%
3901909000,13%
3902100020,13%
3902100090,13%
3902200000,13%
3902301000,13%
3902309000,13%
3902900030,13%
3902900090,13%
3903110000,13%
3903191000,13%
3903199000,13%
3903200000,13%
3903301000,13%
3903309000,13%
3903900000,13%
3904101000,13%
3904109000,13%
3904210000,13%
3904220000,13%
3904300000,13%
3904400000,13%
3904500010,13%
3904500090,13%
3904610000,13%
3904690010,13%
3904690090,13%
3904900000,13%
3905120000,13%
3905190000,13%
3905210000,13%
3905290000,13%
3905300000,13%
3905910010,13%
3905910090,13%
3905990000,13%
3906100000,13%
3906901000,13%
3906902000,13%
3906909010,13%
3906909090,13%
3907101010,13%
3907101090,13%
3907109010,13%
3907109090,13%
3907210000,13%
3907291000,13%
3907299010,13%
3907299020,13%
3907299030,13%
3907299090,13%
3907300001,13%
3907300090,13%
3907400010,13%
3907400090,13%
3907500000,13%
3907611000,13%
3907619000,13%
3907691000,13%
3907699000,13%
3907700000,13%
3907910000,13%
3907991000,13%
3907999110,13%
3907999190,13%
3907999910,13%
3907999990,13%
3908101101,13%
3908101190,13%
3908101200,13%
3908101900,13%
3908109000,13%
3908901000,13%
3908902000,13%
3908909000,13%
3909100000,13%
3909200000,13%
3909310000,13%
3909390000,13%
3909400000,13%
3909500000,13%
3910000000,13%
3911100000,13%
3911200000,13%
3911900001,13%
3911900003,13%
3911900004,13%
3911900005,13%
3911900006,13%
3911900090,13%
3912110000,13%
3912120000,13%
3912200000,13%
3912310000,13%
3912390000,13%
3912900000,13%
3913100000,13%
3913900011,13%
3913900090,13%
3914000000,13%
00390139,No data found
3915100000,13%
3915200000,13%
3915300000,13%
3915901000,13%
3915909000,13%
3916100000,13%
3916201000,13%
3916209000,13%
3916901000,13%
3916909000,13%
3917100000,13%
3917210000,13%
3917220000,13%
3917230000,13%
3917290000,13%
3917310000,13%
3917320000,13%
3917330000,13%
3917390000,13%
3917400000,13%
3918101000,13%
3918109000,13%
3918901000,13%
3918909000,13%
3919101000,13%
3919109100,13%
3919109900,13%
3919901000,13%
3919909010,13%
3919909090,13%
3920101000,13%
3920109010,9%
3920109090,13%
3920201000,13%
3920209010,9%
3920209090,13%
3920300000,13%
3920430010,9%
3920430090,13%
3920490010,9%
3920490090,13%
3920510000,13%
3920590000,13%
3920610000,13%
3920620000,13%
3920630000,13%
3920690000,13%
3920710000,13%
3920730000,13%
3920790000,13%
3920910001,13%
3920910090,13%
3920920000,13%
3920930000,13%
3920940000,13%
3920991000,13%
3920999001,13%
3920999090,13%
3921110000,13%
3921121000,13%
3921129000,13%
3921131000,13%
3921139000,13%
3921140000,13%
3921191000,13%
3921199010,13%
3921199090,13%
3921902000,13%
3921903000,13%
3921909001,13%
3921909010,13%
3921909090,13%
3922100000,13%
3922200000,13%
3922900000,13%
3923100010,13%
3923100090,13%
3923210000,13%
3923290000,13%
3923300000,13%
3923400000,13%
3923500000,13%
3923900000,13%
3924100000,13%
3924900000,13%
3925100000,13%
3925200000,13%
3925300000,13%
3925900000,13%
3926100000,13%
3926201100,13%
3926201900,13%
3926209000,13%
3926300000,13%
3926400000,13%
3926901000,13%
3926909010,13%
3926909020,0
3926909090,13%
4001100000,9%
4001210000,9%
4001220000,9%
4001290000,9%
4001300000,9%
4002111000,13%
4002119000,13%
4002191100,13%
4002191200,13%
4002191300,13%
4002191400,13%
4002191500,13%
4002191600,13%
4002191900,13%
4002199000,13%
4002201000,13%
4002209000,13%
4002311000,13%
4002319000,13%
4002391000,13%
4002399000,13%
4002410000,13%
4002491000,13%
4002499000,13%
4002510000,13%
4002591000,13%
4002599000,13%
4002601000,13%
4002609000,13%
4002701000,13%
4002709000,13%
4002800000,13%
4002910000,13%
4002991100,13%
4002991900,13%
4002999000,13%
4003000000,13%
4004000030,13%
4004000090,13%
4005100000,13%
4005200000,13%
4005910000,13%
4005990000,13%
4006100000,13%
4006901000,13%
4006902000,13%
4007000000,13%
4008110000,13%
4008190000,13%
4008210000,13%
4008290000,13%
4009110000,13%
4009120000,13%
4009210000,13%
4009220000,13%
4009310000,13%
4009320000,13%
4009410000,13%
4009420000,13%
4010110000,13%
4010120000,13%
4010190000,13%
4010310000,13%
4010320000,13%
4010330000,13%
4010340000,13%
4010350000,13%
4010360000,13%
4010390000,13%
4011100000,13%
4011200010,13%
4011200090,13%
4011300000,13%
4011400000,13%
4011500000,13%
4011701000,13%
4011709000,13%
4011801100,13%
4011801200,13%
4011809100,13%
4011809200,13%
4011901000,13%
4011909000,13%
4012110000,13%
4012120000,13%
4012130000,13%
4012190000,13%
4012201000,13%
4012209000,13%
4012901000,13%
4012902000,13%
4012909000,13%
4013100000,13%
4013200000,13%
4013901000,13%
4013909000,13%
4014100000,0
4014900000,13%
4015120000,13%
4015190000,13%
4015901000,13%
4015909000,13%
4016101000,13%
4016109000,13%
4016910000,13%
4016920000,13%
4016931000,13%
4016939000,13%
4016940000,13%
4016950010,13%
4016950090,13%
4016991001,13%
4016991090,13%
4016999001,13%
4016999090,13%
4017001010,13%
4017001090,13%
4017002000,13%
4101201110,9%
4101201190,9%
4101201910,9%
4101201990,9%
4101202011,9%
4101202019,9%
4101202091,9%
4101202099,9%
4101501110,9%
4101501190,9%
4101501910,9%
4101501990,9%
4101502010,9%
4101502090,9%
4101901110,9%
4101901190,9%
4101901910,9%
4101901990,9%
4101902010,9%
4101902090,9%
4102100000,9%
4102211000,9%
4102219000,9%
4102291000,9%
4102299000,9%
4103200010,9%
4103200090,9%
4103300010,9%
4103300090,9%
4103901100,9%
4103901900,9%
4103902100,9%
4103902900,9%
4103909010,9%
4103909090,9%
4104111110,13%
4104111190,13%
4104111910,13%
4104111990,13%
4104112010,13%
4104112090,13%
4104191110,13%
4104191190,13%
4104191910,13%
4104191990,13%
