"Chapter","Page","Item","Description","Unit","Custom Fee","VAT","Product Type","Agreement details"
"24","1","""2401300090""","Tobacco Refuse, Crude Or Unmanufactured Tobacco","Kg Net","6.1 LE / KG Net","VAT...100% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","1","""2402100010""","Cigars, Cheroots And Cigarillos, Containing Tobacco, Other Than Tuscany","Kg Net","150 LE /KG Net","VAT...200% from value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","1","""2402100090""","Tuscany From Cigar Tobacco (Cigar, Used In Its Industry Black Fumes Cooked By Fire)","Kg Net","150 LE /KG Net","VAT...200% from value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","1","""2402200000""","Cigarettes Containing Tobacco","Kg Net","100 LE /KG Net","Health Insurance MOHP...0.1 LE / 20 Cigarette","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","1","""2402901000""","Tobacco Cigarettes.","Kg Net","100 LE /KG Net","Health Insurance MOHP...0.1 LE / 20 Cigarette","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","2","""2402909010""","Heavy Coils (Cigars) Of All Kinds And Small Rolls (Cigar Lilos),   Of Tobacco Substitutes, Except For Tuscany Cigars.","Kg Net","150 LE /KG Net","VAT...200% from value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","2","""2402909090""","Tuscan Cigars Of Tobacco Substitutes (Cigars Used In The Manufacture Of Black Smoke).","Kg Net","150 LE /KG Net","VAT...200% from value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","2","""2403110000""","Water Pipe Tobacco Specified In Subheading Note 1 To This Chapter","Kg Net","9 LE / KG Net","VAT...175% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","2","""2403190010""","Hair Smoke.","Kg Net","9 LE / KG Net","VAT...175% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","2","""2403190050""","N/A","N/A","N/A","N/A","N/A","N/A"
"24","2","""2403190090""","Other Manufactured Tobacco, Contain Any Precentage Of Tobacoo","Kg Net","9 LE / KG Net","VAT...200% from value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","2","""2403910000""","Homogenized'' Or Reconstituted'' Tobacco","Kg Net","8 LE/ KG Net","VAT...50% from value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","2","""2403991010""","Minced Tobacco Or Chewable Tobacco","Kg Net","9 LE / KG Net","VAT...175% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","2","""2403991020""","Minced Tobacco.","Kg Net","9 LE / KG Net","VAT...50% from value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","2","""2403991090""","Pressed Tobacco","Kg Net","9 LE / KG Net","VAT...200% from value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","3","""2403992000""","Tobacco Extracts And Essences","Kg Net","20%","VAT...50% from value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","3","""2403999010""","Other, Including Snuff","Kg Net","8 LE/ KG Net","VAT...175% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","3","""2403999020""","N/A","N/A","N/A","N/A","N/A","N/A"
"24","3","""2403999090""","Other Manufactured Tobacco, Not For Smoking, Whether Or Not Containing Tobacco","Kg Net","8 LE/ KG Net","VAT...50% from value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Exclude product  in Annex 1 Protocol 2 of the exemption on products | Mercosur: Sensitive items not currently discounted"
"24","3","""2404110000""","N/A","N/A","N/A","N/A","N/A","N/A"
"24","3","""2404120010""","N/A","N/A","N/A","N/A","N/A","N/A"
"24","3","""2404120090""","N/A","N/A","N/A","N/A","N/A","N/A"
"24","3","""2404190010""","N/A","N/A","N/A","N/A","N/A","N/A"
"24","3","""2404190020""","N/A","N/A","N/A","N/A","N/A","N/A"
"24","3","""2404190090""","N/A","N/A","N/A","N/A","N/A","N/A"
"24","4","""2404910000""","N/A","N/A","N/A","N/A","N/A","N/A"
"24","4","""2404920000""","N/A","N/A","N/A","N/A","N/A","N/A"
"24","4","""2404990000""","N/A","N/A","N/A","N/A","N/A","N/A"
"25","1","""2501000010""","Sodium Chloride, Medically Prepared,","Ton Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","1","""2501000020""","Salt In Packages, Put Up For Retail Sale","Kg Net","2%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","1","""2501000050""","Sea Salt","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","1","""2501000055""","Salt (Including Table Salt And Denatured Salt) And Pure Sodium Chloride, Whether Or Not In Aqueous Solution Or Containing Added Anti-Caking Or Free-Flowing Agents, Sea Water.","N/A","2%","N/A","N/A","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","1","""2501000060""","Salt Extracted From The Ground.","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","1","""2501000070""","Salt, Not Prepared Or Packed","Kg Net","2%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","1","""2501000080""","Salt (Including Table Salt And Denatured Salt) And Pure Sodium Chloride,","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","1","""2501000090""","Sea Water And Saline Aqueous Solution","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","1","""2502000000""","Unroasted Iron Pyrites.","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","1","""2503000010""","Sulphur Of All Kinds, Other Than Sublimed Sulphur, Precipitated","Kg Net","2%","VAT...0% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","2","""2503000090""","Sulphur Of All Kinds, Other Than Sublimed Sulphur, Precipitated","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","2","""2504100000""","- in Powder or in Flakes","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"25","2","""2504900000""","- Other","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","2","""2505100010""","Silica Sand And Quartz Sands, Natural For Agricultural Purposes","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","2","""2505100050""","Silica Sand And Quartz Sands, Natural, Artificially Coloured, Not For Agricultural Purposes","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","2","""2505100090""","Other Silica Sand And Quartz Sands, Natural, Not For Agricultural Purposes","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","2","""2505900010""","Other Natural Sands, For Agricultural Purposes","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","2","""2505900050""","Other Natural Sands, Artificially Coloured, Not For Agricultural Purposes","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","2","""2505900090""","Other Natural Sands Of All Kinds, Whether Or Not Coloured, Other Than Metalbearing","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","2","""2506100000""","- Quartz","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","3","""2506200000""","- Quartzite","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","3","""2507000010""","Kaolin And Other Kaolinic Clays, Whether Or Not Calcined (Pharmaco Poeial)","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"25","3","""2507000020""","Kaolin And Other Kaolinic Clays, Whether Or Not Calcined.","Kg Net","2%","N/A","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"25","3","""2507000090""","Kaolin And Other Kaolinic Clays, Whether Or Not Calcined (Not Pharmaco Poeial)","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"25","3","""2508100010""","- Bentonite,for Agricultural purposes,whether or not Calcined","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","3","""2508100090""","- Bentonite, whether or not Calcined","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","3","""2508300000""","- fire-Clay","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","3","""2508400010""","Dusts Remove Colors Or Remove Fatty Substances (Lotion).","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","3","""2508400090""","Other Clay ,Other Than Those Mentioned In Heading 25 08 Except For The Expanded Clay Of Heading 68 06","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","3","""2508500010""","Andalusite, Whether Or Not Calcined","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","4","""2508500020""","Sillimanite, Whether Or Not Calcined","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","4","""2508500090""","Kyanite, Whether Or Not Calcined","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","4","""2508600000""","- Mullite","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","4","""2508700000""","- Chamotte or Dinas Earths","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","4","""2509000000""","Chalk.","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","4","""2510100010""","Natural Calcium Phosphates, Unground","Kg Net","2%","VAT...0% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","4","""2510100020""","Natural Aluminum Calcium Phosphates, Unground","Kg Net","2%","VAT...0% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","4","""2510100090""","Phosphatic Chalk, Unground","Kg Net","2%","VAT...0% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","4","""2510200010""","Natural Calcium Phosphates, Ground","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","4","""2510200020""","Natural Aluminum Calcium Phosphates, Ground","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","5","""2510200090""","Phosphatic Chalk, Ground","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","5","""2511100000""","- Natural Barium sulphate (Barytes)","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","5","""2511200000""","- Natural Barium carbonate (Witherite)","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","5","""2512000000""","Siliceous Fossil Meals (For Example, Kieselguhr, Tripolite And Diatomite) And Similar Siliceous Earths, Whether Or Not Calcined, Of An Apparent Specific Gravity Of 1 Or Less.","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","5","""2513100000""","Pumice Stone","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","5","""2513200010""","Emery, Whether Or Not Heat-Treated, Crude","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","5","""2513200015""","Emery, Whether Or Not Heat-Treated, Not Crude","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","5","""2513200020""","Natural Corundum, Whether Or Not Heat-Treated, Crude","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","5","""2513200025""","Natural Corundum, Whether Or Not Heat-Treated, Not Crude","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","5","""2513200030""","Natural Garnet, Whether Or Not Heat-Treated, Crude","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","6","""2513200040""","Natural Garnet, Whether Or Not Heat-Treated, Not Crude","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","6","""2513200050""","Natural Abrasives, Crude Or Cut, Whether Or Not Heat-Treated","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","6","""2513200090""","Other Natural Abrasives, Whether Or Not Heat-Treated","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","6","""2514000000""","Slate, Whether Or Not Roughly Trimmed Or Merely Cut, By Sawing Or Otherwise, Into Blocks Or Slabs Of A Rectangular (Including Square) Shape.","Ton Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","6","""2515110010""","Marble, Crude Or Roughly Trimmed","Ton Net","10%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","6","""2515110090""","Travertine, Crude Or Roughly Trimmed","Ton Net","10%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","6","""2515120010""","Marble, Merely Cut, By Sawing Or Otherwise, Into Blocks Or Slabs Of A Rectangular","Ton Net","10%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","6","""2515120090""","Travertine, Merely Cut, By Sawing Or Otherwise, Into Blocks Or Slabs Of A Rectangular","Ton Net","10%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","6","""2515200000""","- Ecaussine and Other Calcareous Monumental or Building Stone, Alabaster","Ton Net","10%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","6","""2516110000""","Granite-- Crude Or Roughly Trimmed","Ton Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","7","""2516121000""","-- Merely Cut, by Sawing or otherwise, Into blocks or Slabs of a Rectangular (including Square) Shape","Ton Net","2%","N/A","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","7","""2516129000""","-- Merely Cut, by Sawing or otherwise, Into blocks or Slabs of a Rectangular (including Square) Shape","Ton Net","2%","N/A","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","7","""2516200000""","- Sandstone","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","7","""2516900010""","Basalt, Of Monumental Or Building, Whether Or Not Roughly Trimmed Or Merely Cut, By","Ton Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","7","""2516900020""","Porphyry, Of Monumental Or Building, Whether Or Not Roughly Trimmed Or Merely Cut, By","Ton Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","7","""2516900030""","Graphite, Of Monumental Or Building, Whether Or Not Roughly Trimmed Or Merely Cut, By","Ton Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","7","""2516900090""","Other Monumental Or Building Stone, Whether Or Not Roughly Trimmed Or Merely Cut, By","Ton Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","7","""2517100000""","- Pebbles, Gravel, Broken or Crushed Stone, of a kind Commonly used for Concrete Aggregates, for Road Metalling or for railway or Other Ballast, Shingle and Flint, whether or not Heat-Treated","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","7","""2517200000""","- Macadam Of Slag, Dross Or Similar Industrial Waste, Whether Or Not Incorporating The Materials Cited In Subheading 2517.10","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","7","""2517300000""","- Tarred Macadam","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","8","""2517410000""","Granules, Chippings And Powder, Of Marble Whether Or Not Heat-Treated:","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"25","8","""2517490010""","Granules, Chippings And Powder, Of Other Stones Of Heading 25.15 Or 25.16, Other Than Marble","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","8","""2517490090""","Granules, Chippings And Powder, Of Other Stones Of Heading 25.15 Or 25.16, Other Than Marble","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","8","""2518100000""","- Dolomite, not Calcined or Sintered","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","8","""2518200000""","- Calcined or Sintered Dolomite","Kg Net","2%","VAT...14% from the value + customs fees","Raw materials","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","8","""2519100000""","- Natural magnesium carbonate (Magnesite)","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","8","""2519900010""","Fused Magnesia, Whether Or Not Containing Small","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","8","""2519900020""","Deadburned (Sintered) Magnesia, Whether Or Not Containing Small","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","8","""2519900090""","Other Magnesium Oxide, Whether Or Not Pure","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","8","""2520100010""","Gypsum","Kg Net","10%","VAT...5% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","9","""2520100090""","Anhydrite","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","9","""2520200010""","Plasters, Prepared For Use In Dentistry","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","9","""2520200090""","Other Plasters, Other Than Used In Dentistry, Whether Or Not Coloured, With Or Without Small Quantities Of Accelerators Or Retarders.","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","9","""2521000000""","Limestone Flux, Limestone And Other Calcareous Stone, Of A Kind Used For The Manufacture Of Lime Or Cement.","Kg Net","2%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","9","""2522100000""","- Quicklime","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"25","9","""2522200000""","- Slaked Lime","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"25","9","""2522300000""","- Hydraulic Lime","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"25","9","""2523100010""","Cement Clinkers(Gray)","Ton Net","0%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","9","""2523100090""","Cement Clinkers(Other)","Ton Net","0%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","9","""2523210010""","White Portland Cement","Ton Net","0%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"25","10","""2523210090""","Portland Cement,  Artificially Coloured","Ton Net","0%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
