Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
52.1,,,"Woven fabrics of cotton, containing less than 85% by weight of cotton,",,
,,,"mixed mainly or solely with man-made fibres, weighing not more than",,
,,,200 g/m2:,,
,,,Unbleached:,,
5210.11.00,00G,m2,Plain weave,Free,Free
5210.19.00,,,Other fabrics,Free,Free
,10L,m2," 3-thread or 4-thread twill, including cross twill",,
,19D,m2, Other,,
,,,Bleached:,,
5210.21.00,,,Plain weave,Free,Free
,01J,m2, Handkerchief fabric in the piece,,
,09D,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19A,m2, Other fabrics for apparel,,
,21C,m2, Furnishing fabrics and fabrics for household use,,
,29J,m2, Other,,
5210.29.00,,,Other fabrics,Free,Free
,,," 3-thread or 4-thread twill, including cross twill:",,
,10D,m2,"Flannelette, winceyette, diaper cloth for apparel",,
,15E,m2,Other fabrics for apparel,,
,21K,m2,Furnishing fabrics and fabrics for household use,,
,23F,m2,Other,,
,,, Other:,,
,27J,m2,"Flannelette, winceyette, diaper cloth for apparel",,
,29E,m2,Other fabrics for apparel,,
,33C,m2,Furnishing fabrics and fabrics for household use,,
,39B,m2,Other,,
,,,Dyed:,,
5210.31.00,,,Plain weave,Free,Free
,01B,m2, Handkerchief fabric in the piece,,
,09H,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19E,m2, Other fabrics for apparel,,
,21G,m2, Furnishing fabrics and fabrics for household use,,
,29B,m2, Other,,
5210.32.00,,,"3-thread or 4-thread twill, including cross twill",Free,Free
,01G,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09B,m2, Other fabrics for apparel,,
,11D,m2, Furnishing fabrics and fabrics for household use,,
,19K,m2, Other,,
5210.39.00,,,Other fabrics,Free,Free
,01J,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09D,m2, Other fabrics for apparel,,
,11F,m2, Furnishing fabrics and fabrics for household use,,
,19A,m2, Other,,
,,,Of yarns of different colours:,,
5210.41.00,,,Plain weave,Free,Free
,01F,m2, Handkerchief fabric in the piece,,
,09A,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19J,m2, Other fabrics for apparel,,
,21L,m2, Furnishing fabrics and fabrics for household use,,
,29F,m2, Other,,
5210.49.00,,,Other fabrics,Free,Free
,,," 3-thread or 4-thread twill, including cross twill:",,
,10A,m2,"Flannelette, winceyette, diaper cloth for apparel",,
,15B,m2,Other fabrics for apparel,,
,21G,m2,Furnishing fabrics and fabrics for household use,,
,23C,m2,Other,,
,,, Other:,,
,27F,m2,"Flannelette, winceyette, diaper cloth for apparel",,
,29B,m2,Other fabrics for apparel,,
,33L,m2,Furnishing fabrics and fabrics for household use,,
,39K,m2,Other,,
,,,"Woven fabrics of cotton, containing less than, etc.‚continued",,
,,,Printed:,,
5210.51.00,,,Plain weave,Free,Free
,01K,m2, Handkerchief fabric in the piece,,
,09E,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19B,m2, Other fabrics for apparel,,
,21D,m2, Furnishing fabrics and fabrics for household use,,
,29K,m2, Other,,
5210.59.00,,,Other fabrics,Free,Free
,,," 3-thread or 4-thread twill, including cross twill:",,
,10E,m2,"Flannelette, winceyette, diaper cloth for apparel",,
,15F,m2,Other fabrics for apparel,,
,21L,m2,Furnishing fabrics and fabrics for household use,,
,23G,m2,Other,,
,,, Other:,,
,27K,m2,"Flannelette, winceyette, diaper cloth for apparel",,
,29F,m2,Other fabrics for apparel,,
,33D,m2,Furnishing fabrics and fabrics for household use,,
,39C,m2,Other,,
52.11,,,"Woven fabrics of cotton, containing less than 85% by weight of cotton,",,
,,,"mixed mainly or solely with man-made fibres, weighing more than",,
,,,200 g/m2:,,
,,,Unbleached:,,
5211.11.00,00E,m2,Plain weave,Free,Free
5211.12.00,00K,m2,"3-thread or 4-thread twill, including cross twill",Free,Free
5211.19.00,00A,m2,Other fabrics,Free,Free
5211.20.00,,,Bleached,Free,Free
,,,Plain weave:,,
,10A,m2, Canvas and duck,,
,15B,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19E,m2, Other fabrics for apparel,,
,25K,m2, Furnishing fabrics and fabrics for household use,,
,29B,m2, Other,,
,,,"3-thread or 4-thread twill, including cross twill:",,
,35G,m2," Flannelette, winceyette, diaper cloth for apparel",,
,39K,m2, Other fabrics for apparel,,
,45D,m2, Furnishing fabrics and fabrics for household use,,
,49G,m2, Other,,
,,,Other fabrics:,,
,55A,m2," Flannelette, winceyette, diaper cloth for apparel",,
,59D,m2, Other fabrics for apparel,,
,65J,m2, Furnishing fabrics and fabrics for household use,,
,69A,m2, Other,,
,,,Dyed:,,
5211.31.00,,,Plain weave,Free,Free
,01L,m2, Canvas and duck,,
,09F,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19C,m2, Other fabrics for apparel,,
,21E,m2, Furnishing fabrics and fabrics for household use,,
,29L,m2, Other,,
5211.32.00,,,"3-thread or 4-thread twill, including cross twill",Free,Free
,01E,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09L,m2, Other fabrics for apparel,,
,11B,m2, Furnishing fabrics and fabrics for household use,,
,19H,m2, Other,,
5211.39.00,,,Other fabrics,Free,Free
,01G,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09B,m2, Other fabrics for apparel,,
,11D,m2, Furnishing fabrics and fabrics for household use,,
,19K,m2, Other,,
,,,Of yarns of different colours:,,
5211.41.00,,,Plain weave,Free,Free
,01D,m2, Canvas and duck,,
,09K,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19G,m2, Other fabrics for apparel,,
,21J,m2, Furnishing fabrics and fabrics for household use,,
,29D,m2, Other,,
,,,"Woven fabrics of cotton, containing less than 85%, etc.‚continued",,
,,,Of yarns of different colours‚continued,,
5211.42.00,00L,m2,Denim,Free,Free
5211.43.00,,,"Other fabrics of 3-thread or 4-thread twill, including cross twill",Free,Free
,01C,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09J,m2, Other fabrics for apparel,,
,11L,m2, Furnishing fabrics and fabrics for household use,,
,19F,m2, Other,,
5211.49.00,,,Other fabrics,Free,Free
,01L,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09F,m2, Other fabrics for apparel,,
,11H,m2, Furnishing fabrics and fabrics for household use,,
,19C,m2, Other,,
,,,Printed:,,
5211.51.00,,,Plain weave,Free,Free
,01H,m2, Canvas and duck,,
,09C,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19L,m2, Other fabrics for apparel,,
,21B,m2, Furnishing fabrics and fabrics for household use,,
,29H,m2, Other,,
5211.52.00,,,"3-thread or 4-thread twill, including cross twill",Free,Free
,01B,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09H,m2, Other fabrics for apparel,,
,11K,m2, Furnishing fabrics and fabrics for household use,,
,19E,m2, Other,,
5211.59.00,,,Other fabrics,Free,Free
,01D,m2," Flannelette, winceyette, diaper cloth for apparel",,
,09K,m2, Other fabrics for apparel,,
,11A,m2, Furnishing fabrics and fabrics for household use,,
,19G,m2, Other,,
52.12,,,Other woven fabrics of cotton:,,
,,,Weighing not more than 200 g/m2:,,
5212.11.00,00C,m2,Unbleached,Free,Free
5212.12.00,,,Bleached,Free,Free
,01F,m2, Handkerchief fabric in the piece,,
,09A,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19J,m2, Other fabrics for apparel,,
,21L,m2, Furnishing fabrics and fabrics for household use,,
,29F,m2, Other,,
5212.13.00,,,Dyed,Free,Free
,01L,m2, Handkerchief fabric in the piece,,
,09F,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19C,m2, Other fabrics for apparel,,
,21E,m2, Furnishing fabrics and fabrics for household use,,
,29L,m2, Other,,
5212.14.00,,,Of yarns of different colours,Free,Free
,01E,m2, Handkerchief fabric in the piece,,
,09L,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19H,m2, Other fabrics for apparel,,
,21K,m2, Furnishing fabrics and fabrics for household use,,
,29E,m2, Other,,
5212.15.00,,,Printed,Free,Free
,01K,m2, Handkerchief fabric in the piece,,
,09E,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19B,m2, Other fabrics for apparel,,
,21D,m2, Furnishing fabrics and fabrics for household use,,
,29K,m2, Other,,
,,,Weighing more than 200 g/m2:,,
5212.21.00,00G,m2,Unbleached,Free,Free
5212.22.00,,,Bleached,Free,Free
,01K,m2, Canvas and duck,,
,09E,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19B,m2, Other fabrics for apparel,,
,21D,m2, Furnishing fabrics and fabrics for household use,,
,29K,m2, Other,,
,,,"Other woven fabrics of, etc.‚continued",,
,,,Weighing more than 200 g/m2‚continued,,
5212.23.00,,,Dyed,Free,Free
,01D,m2, Canvas and duck,,
,09K,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19G,m2, Other fabrics for apparel,,
,21J,m2, Furnishing fabrics and fabrics for household use,,
,29D,m2, Other,,
5212.24.00,,,Of yarns of different colours,Free,Free
,01J,m2, Canvas and duck,,
,09D,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19A,m2, Other fabrics for apparel,,
,21C,m2, Furnishing fabrics and fabrics for household use,,
,29J,m2, Other,,
5212.25.00,,,Printed,Free,Free
,01C,m2, Canvas and duck,,
,09J,m2," Flannelette, winceyette, diaper cloth for apparel",,
,19F,m2, Other fabrics for apparel,,
,21H,m2, Furnishing fabrics and fabrics for household use,,
,29C,m2, Other,,
53.01,,,"Flax, raw or processed but not spun; flax tow and waste (including",,
,,,yarn waste and garnetted stock):,,
5301.10.00,00K,kg,"Flax, raw or retted",Free,Free
,,,"Flax, broken, scutched, hackled or otherwise processed, but not spun:",,
5301.21.00,00H,kg,Broken or scutched,Free,Free
5301.29.00,00D,kg,Other,Free,Free
5301.30.00,00G,kg,Flax tow and waste,Free,Free
53.02,,,"True hemp (Cannabis sativa L.), raw or processed but not spun; tow",,
,,,and waste of true hemp (including yarn waste and garnetted stock):,,
5302.10.00,00H,kg,"True hemp, raw or retted",Free,Free
5302.90.00,00G,kg,Other,Free,Free
53.03,,,"Jute and other textile bast fibres (excluding flax, true hemp and",,
,,,"ramie), raw or processed but not spun; tow and waste of these fibres",,
,,,(including yarn waste and garnetted stock):,,
5303.10.00,00F,kg,"Jute and other textile bast fibres, raw or retted",Free,Free
5303.90.00,00E,kg,Other,Free,Free
53.05,,,,,
5305.00.00,,,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other",,
,,,"vegetable textile fibres, not elsewhere specified or included, raw or",,
,,,"processed but not spun; tow, noils and waste of these fibres (including",,
,,,yarn waste and garnetted stock):,Free,Free
,,,"Sisal and other textile fibres of the genus Agave, raw or processed but",,
,,,not spun; tow and waste of these fibres (including yarn waste and,,
,,,garnetted stock):,,
,10F,kg,"Sisal and other textile fibres of the genus Agave, raw",,
,15G,kg, Other,,
,,,Of coconut (coir):,,
,19K,kg, Raw,,
,23H,kg, Other,,
,,,Of abaca:,,
,25D,kg, Raw,,
,27L,kg, Other,,
,,,Other:,,
,29G,kg, Raw,,
,39D,kg, Other,,
53.06,,,Flax yarn:,,
5306.10.00,00L,kg,Single,Free,Free
5306.20.00,00D,kg,Multiple (folded) or cabled,Free,Free
53.07,,,Yarn of jute or of other textile bast fibres of heading 53.03:,,
5307.10.00,,,Single,Free,Free
,01G,kg,Jute,,
,09B,kg,Other,,
5307.20.00,,,Multiple (folded) or cabled,Free,Free
,01L,kg,Jute,,
,09F,kg,Other,,
53.08,,,Yarn of other vegetable textile fibres; paper yarn:,,
5308.10.00,00G,kg,Coir yarn,Free,Free
5308.20.00,00L,kg,True hemp yarn,Free,Free
5308.90.00,,,Other,Free,Free
,11A,kg,Paper yarn,,
,14F,kg,Ramie,,
,19G,kg,Other,,
53.09,,,Woven fabrics of flax:,,
,,,Containing 85% or more by weight of flax:,,
5309.11.00,,,Unbleached or bleached,Free,Free
,01H,m2, Canvas and duck,,
,09C,m2, Other,,
5309.19.00,,,Other,Free,Free
,01D,m2, Canvas and duck,,
,09K,m2, Other,,
,,,Woven fabrics of flax‚continued,,
,,,Containing less than 85% by weight of flax:,,
5309.21.00,,,Unbleached or bleached,Free,Free
,01A,m2, Canvas and duck,,
,09G,m2, Other,,
5309.29.00,,,Other,Free,Free
,01H,m2, Canvas and duck,,
,09C,m2, Other,,
53.1,,,Woven fabrics of jute or of other textile bast fibres of heading 53.03:,,
5310.10.00,,,Unbleached,Free,Free
,,,Jute:,,
,01G,m2, Canvas,,
,09B,m2, Hessian,,
,19K,m2, Other,,
,29G,m2,Other,,
5310.90.00,,,Other,Free,Free
,,,Jute:,,
,01F,m2, Canvas,,
,09A,m2, Hessian,,
,19J,m2, Other,,
,29F,m2,Other,,
53.11,,,,,
5311.00.00,00C,m2,Woven fabrics of other vegetable textile fibres; woven fabrics of paper,,
,,,yarn,Free,Free
54.01,,,"Sewing thread of man-made filaments, whether or not put up for",,
,,,retail sale:,,
5401.10.00,,,Of synthetic filaments,Free,Free
,,,Polyamide:,,
,01D,kg, Textured,,
,09K,kg, Other,,
,,,Polyester:,,
,11A,kg, Textured,,
,19G,kg, Other,,
,29D,kg,Other,,
5401.20.00,00K,kg,Of artificial filaments,Free,Free
54.02,,,"Synthetic filament yarn (other than sewing thread), not put up for",,
,,,"retail sale, including synthetic monofilament of less than 67 decitex:",,
,,,"High tenacity yarn of nylon or other polyamides, whether or not textured:",,
5402.11.00,,,Of aramids,Free,Free
,,, Not exceeding 15 decitex:,,
,10F,kg,Untwisted or with a twist of not more than 50 turns per metre,,
,13L,kg,Other,,
,,, Exceeding 15 decitex but not exceeding 230 decitex:,,
,15G,kg,Untwisted or with a twist of not more than 50 turns per metre,,
,17C,kg,Other,,
,,, Exceeding 230 decitex:,,
,19K,kg,Untwisted or with a twist of not more than 50 turns per metre,,
,23H,kg,Other,,
5402.19.00,,,Other,Free,Free
,,, Not exceeding 15 decitex:,,
,10B,kg,Untwisted or with a twist of not more than 50 turns per metre,,
,13G,kg,Other,,
,,, Exceeding 15 decitex but not exceeding 230 decitex:,,
,15C,kg,Untwisted or with a twist of not more than 50 turns per metre,,
,17K,kg,Other,,
,,, Exceeding 230 decitex:,,
,19F,kg,Untwisted or with a twist of not more than 50 turns per metre,,
,23D,kg,Other,,
5402.20.00,,,"High tenacity yarn of polyesters, whether or not textured",Free,Free
,,,Not exceeding 40 decitex:,,
,01F,kg, Untwisted or with a twist of not more than 50 turns per metre,,
,09A,kg, Other,,
,,,Exceeding 40 decitex but not exceeding 170 decitex:,,
,11C,kg, Untwisted or with a twist of not more than 50 turns per metre,,
,19J,kg, Other,,
,,,Exceeding 170 decitex:,,
,21L,kg, Untwisted or with a twist of not more than 50 turns per metre,,
,29F,kg, Other,,
,,,Textured yarn:,,
5402.31.00,00F,kg,"Of nylon or other polyamides, measuring per single yarn not more than",,
,,,50 tex,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
5402.32.00,00L,kg,"Of nylon or other polyamides, measuring per single yarn more than",,
,,,50 tex,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
5402.33.00,00E,kg,Of polyesters,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
5402.34.00,00K,kg,Of polypropylene,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,"Synthetic filament yarn (other than sewing thread), etc.‚continued",,
,,,Textured yarn‚continued,,
5402.39.00,10K,kg,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,"Other yarn, single, untwisted or with a twist not exceeding 50 turns per",,
,,,metre:,,
5402.44.00,00C,kg,Elastomeric,Free,Free
5402.45.00,,,"Other, of nylon or other polyamides",Free,Free
,10E,kg, Not exceeding 15 decitex,,
,15F,kg, Exceeding 15 decitex but not exceeding 230 decitex,,
,19J,kg, Exceeding 230 decitex,,
5402.46.00,,,"Other, of polyesters, partially oriented",Free,Free
,10K,kg, Not exceeding 40 decitex,,
,13D,kg, Exceeding 40 decitex but not exceeding 170 decitex,,
,19C,kg, Exceeding 170 decitex,,
5402.47.00,,,"Other, of polyesters",Free,Free
,10D,kg, Not exceeding 40 decitex,,
,13J,kg, Exceeding 40 decitex but not exceeding 170 decitex,,
,19H,kg, Exceeding 170 decitex,,
5402.48.00,00A,kg,"Other, of polypropylene",Free,Free
5402.49.00,10C,kg,Other,Free,Free
,,,"Other yarn, single, with a twist exceeding 50 turns per metre:",,
5402.51.00,,,Of nylon or other polyamides,Free,Free
,01A,kg, Not exceeding 15 decitex,,
,09G,kg, Exceeding 15 decitex but not exceeding 230 decitex,,
,19D,kg, Exceeding 230 decitex,,
5402.52.00,,,Of polyesters,Free,Free
,01F,kg, Not exceeding 40 decitex,,
,09A,kg, Exceeding 40 decitex but not exceeding 170 decitex,,
,19J,kg, Exceeding 170 decitex,,
5402.53.00,00B,kg,Of polypropylene,Free,Free
5402.59.00,10G,kg,Other,Free,Free
,,,"Other yarn, multiple (folded) or cabled:",,
5402.61.00,,,Of nylon or other polyamides,Free,Free
,01E,kg, Not exceeding 230 decitex,,
,09L,kg, Other,,
5402.62.00,,,Of polyesters,Free,Free
,01K,kg, Not exceeding 40 decitex,,
,09E,kg, Exceeding 40 decitex but not exceeding 67 decitex,,
,11G,kg, Exceeding 67 decitex but not exceeding 170 decitex,,
,19B,kg, Exceeding 170 decitex,,
5402.63.00,00F,kg,Of polypropylene,Free,Free
5402.69.00,10L,kg,Other,Free,Free
54.03,,,"Artificial filament yarn (other than sewing thread), not put up for",,
,,,"retail sale, including artificial monofilament of less than 67 decitex:",,
5403.10.00,00B,kg,High tenacity yarn of viscose rayon,Free,Free
,,,"Other yarn, single:",,
5403.31,,,"Of viscose rayon, untwisted or with a twist not exceeding 120 turns per",,
,,,metre:,,
5403.31.01,00L,kg,Textured yarn,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 5
,,,,,1/2025 5
5403.31.09,00A,kg,Other,Free,Free
5403.32,,,"Of viscose rayon, with a twist exceeding 120 turns per metre:",,
5403.32.01,00E,kg,Textured yarn,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,"Artificial filament yarn (other than sewing thread), etc.‚continued",,
,,,High tenacity yarn of viscose rayon‚continued,,
,,,"Of viscose rayon, with a twist exceeding 120 turns, etc.‚continued",,
5403.32.09,00F,kg,Other,Free,Free
5403.33,,,Of cellulose acetate:,,
5403.33.01,00K,kg,Textured yarn,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
5403.33.09,00L,kg,Other,Free,Free
5403.39,,,Other:,,
5403.39.01,00G,kg,Textured yarn,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
5403.39.09,00H,kg,Other,Free,Free
,,,"Other yarn, multiple (folded) or cabled:",,
5403.41,,,Of viscose rayon:,,
5403.41.01,00D,kg,Textured yarn,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
5403.41.09,00E,kg,Other,Free,Free
5403.42,,,Of cellulose acetate:,,
5403.42.01,00J,kg,Textured yarn,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
5403.42.09,00K,kg,Other,Free,Free
5403.49,,,Other:,,
5403.49.01,00L,kg,Textured yarn,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
5403.49.09,00A,kg,Other,Free,Free
54.04,,,Synthetic monofilament of 67 decitex or more and of which no,,
,,,cross-sectional dimension exceeds 1 mm; strip and the like (for,,
,,,"example, artificial straw) of synthetic textile materials of an apparent",,
,,,width not exceeding 5 mm:,,
,,,Monofilament:,,
5404.11.00,,,Elastomeric,Free,Free
,10B,kg, Polyolefins,,
,19F,kg, Other,,
5404.12.00,,,"Other, of polypropylene",Free,Free
,10G,kg, Bristles for brushmaking,,
,19L,kg, Other,,
5404.19.00,,,Other,Free,Free
,,, Polyolefins:,,
,10J,kg,Bristles for brushmaking,,
,19B,kg,Other,,
,,, Other:,,
,23L,kg,Bristles for brushmaking,,
,29K,kg,Other,,
5404.90.00,,,Other,Free,Free
,01H,kg,Polyolefins,,
,09C,kg,Other,,
54.05,,,,,
5405.00.00,,,Artificial monofilament of 67 decitex or more and of which no,,
,,,cross-sectional dimension exceeds 1 mm; strip and the like (for,,
,,,"example, artificial straw) of artificial textile materials of an",,
,,,apparent width not exceeding 5 mm,Free,Free
,01C,kg, Bristles for brushmaking,,
,09J,kg, Other,,
54.06,,,,,
5406.00.00,,,"Man-made filament yarn (other than sewing thread), put up for retail",,
,,,sale,Free,Free
,10L,kg,Synthetic filament yarn,,
,19D,kg,Artificial filament yarn,,
54.07,,,"Woven fabrics of synthetic filament yarn, including woven fabrics",,
,,,obtained from materials of heading 54.04:,,
5407.10.00,,,Woven fabrics obtained from high tenacity yarn of nylon or other,,
,,,polyamides or of polyesters,Free,Free
,,,Containing wool or fine animal hair:,,
,01C,m2, Containing 85% or more by weight of synthetic fibres,,
,09J,m2, Containing less than 85% by weight of synthetic fibres,,
,,,Other:,,
,11L,m2, Containing 85% or more by weight of synthetic fibres,,
,19F,m2, Containing less than 85% by weight of synthetic fibres,,
5407.2,,,Woven fabrics obtained from strip or the like:,,
5407.20.01,,,Of polypropylene or polyethylene fibres,5,Free
,,,,,*See Below
,,,,,1/2020 Free
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,,, Containing wool or fine animal hair:,,
,01C,m2,Containing 85% or more by weight of synthetic fibres,,
,09J,m2,Containing less than 85% by weight of synthetic fibres,,
,,, Other:,,
,11L,m2,Containing 85% or more by weight of synthetic fibres,,
,19F,m2,Containing less than 85% by weight of synthetic fibres,,
5407.20.09,,,Other,Free,Free
,,, Containing wool or fine animal hair:,,
,01D,m2,Containing 85% or more by weight of synthetic fibres,,
,09K,m2,Containing less than 85% by weight of synthetic fibres,,
,,, Other:,,
,11A,m2,Containing 85% or more by weight of synthetic fibres,,
,19G,m2,Containing less than 85% by weight of synthetic fibres,,
5407.3,,,Fabrics specified in Note 9 to Section XI:,,
5407.30.01,,,Of polypropylene or polyethylene fibres,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,01G,m2, Containing 85% or more by weight of synthetic fibres,,
,09B,m2, Containing less than 85% by weight of synthetic fibres,,
5407.30.09,,,Other,Free,Free
,01H,m2, Containing 85% or more by weight of synthetic fibres,,
,09C,m2, Containing less than 85% by weight of synthetic fibres,,
,,,"Other woven fabrics, containing 85% or more by weight of filaments of",,
,,,nylon or other polyamides:,,
5407.41.00,,,Unbleached or bleached,Free,Free
,01J,m2, Containing wool or fine animal hair,,
,09D,m2, Other,,
5407.42.00,,,Dyed,Free,Free
,01C,m2, Containing wool or fine animal hair,,
,09J,m2, Other,,
5407.43.00,,,Of yarns of different colours,Free,Free
,01H,m2, Containing wool or fine animal hair,,
,09C,m2, Other,,
5407.44.00,,,Printed,Free,Free
,01B,m2, Containing wool or fine animal hair,,
,09H,m2, Other,,
,,,"Woven fabrics of synthetic filament yarn, including, etc.‚continued",,
,,,"Other woven fabrics, containing 85% or more by weight of textured",,
,,,polyester filaments:,,
5407.51.00,,,Unbleached or bleached,Free,Free
,01B,m2, Containing wool or fine animal hair,,
,09H,m2, Other,,
5407.52.00,,,Dyed,Free,Free
,01G,m2, Containing wool or fine animal hair,,
,09B,m2, Other,,
5407.53.00,,,Of yarns of different colours,Free,Free
,01A,m2, Containing wool or fine animal hair,,
,09G,m2, Other,,
5407.54.00,,,Printed,Free,Free
,01F,m2, Containing wool or fine animal hair,,
,09A,m2, Other,,
,,,"Other woven fabrics, containing 85% or more by weight of polyester",,
,,,filaments:,,
5407.61.00,,,Containing 85% or more by weight of non-textured polyester filaments,Free,Free
,01F,m2, Containing wool or fine animal hair,,
,09A,m2, Other,,
5407.69,,,Other:,,
5407.69.10,,,Of polypropylene or polyethylene fibres,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,01H,m2,Unbleached or bleached,,
,09C,m2,Dyed,,
,11E,m2,Of yarns of different colours,,
,19L,m2,Printed,,
5407.69.90,,,Other,Free,Free
,,,Unbleached or bleached:,,
,01A,m2, Containing wool or fine animal hair,,
,09G,m2, Other,,
,,,Dyed:,,
,11J,m2, Containing wool or fine animal hair,,
,19D,m2, Other,,
,,,Of yarns of different colours:,,
,21F,m2, Containing wool or fine animal hair,,
,29A,m2, Other,,
,,,Printed:,,
,31C,m2, Containing wool or fine animal hair,,
,39J,m2, Other,,
,,,"Other woven fabrics, containing 85% or more by weight of synthetic",,
,,,filaments:,,
5407.71,,,Unbleached or bleached:,,
5407.71.01,00H,m2,Of polypropylene or polyethylene fibres,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
5407.71.09,,,Other,Free,Free
,01G,m2,Containing wool or fine animal hair,,
,09B,m2,Other,,
5407.72,,,Dyed:,,
5407.72.01,00B,m2,Of polypropylene or polyethylene fibres,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
5407.72.09,,,Other,Free,Free
,01A,m2,Containing wool or fine animal hair,,
,09G,m2,Other,,
,,,"Woven fabrics of synthetic filament yarn, including, etc.‚continued",,
,,,"Other woven fabrics, containing 85% or more, etc.‚continued",,
5407.73,,,Of yarns of different colours:,,
5407.73.01,00G,m2,Of polypropylene or polyethylene fibres,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
5407.73.09,,,Other,Free,Free
,01F,m2,Containing wool or fine animal hair,,
,09A,m2,Other,,
5407.74,,,Printed:,,
5407.74.01,00A,m2,Of polypropylene or polyethylene fibres,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
5407.74.09,,,Other,Free,Free
,01L,m2,Containing wool or fine animal hair,,
,09F,m2,Other,,
,,,"Other woven fabrics, containing less than 85% by weight of synthetic",,
,,,"filaments, mixed mainly or solely with cotton:",,
5407.81,,,Unbleached or bleached:,,
5407.81.01,00A,m2,Of polypropylene or polyethylene fibres,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
5407.81.09,00B,m2,Other,Free,Free
5407.82,,,Dyed:,,
5407.82.01,00F,m2,Of polypropylene or polyethylene fibres,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
5407.82.09,00G,m2,Other,Free,Free
5407.83,,,Of yarns of different colours:,,
5407.83.01,00L,m2,Of polypropylene or polyethylene fibres,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
5407.83.09,00A,m2,Other,Free,Free
5407.84,,,Printed:,,
5407.84.01,00E,m2,Of polypropylene or polyethylene fibres,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
5407.84.09,00F,m2,Other,Free,Free
,,,"Woven fabrics of synthetic filament yarn, including, etc.‚continued",,
,,,Other woven fabrics:,,
5407.91,,,Unbleached or bleached:,,
5407.91.01,00E,m2,Of polypropylene or polyethylene fibres,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
