Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,21D,kg,Wrapping paper and paperboard,,
,29K,kg,Cartonboard or boxboard,,
,35D,kg,Other,,
4811.90.00,,," Other paper, paperboard, cellulose wadding and webs of cellulose fibres",Free,Free
,01L,kg,Fruit wrapping tissue paper weighing not more than 22 g/m2,,
,,,Other:,,
,,,Printed:,,
,,,Printing and writing paper and paperboard:,,
,05C,kg,Continuous computer listing paper,,
,09F,kg,Other,,
,19C,kg,Other wrapping paper and paperboard,,
,29L,kg,Cartonboard or boxboard,,
,,,Other:,,
,31B,kg,Filter paper,,
,39H,kg,Other,,
,,,Other:,,
,,,Printing and writing paper and paperboard:,,
,42H,kg,Continuous computer listing paper,,
,45B,kg,Other,,
,49E,kg,Other wrapping paper and paperboard,,
,59B,kg,Cartonboard or boxboard,,
,,,Other:,,
,61D,kg,Filter paper,,
,65G,kg,Other,,
48.12,,,,,
4812.00.00,00H,kg,"Filter blocks, slabs and plates, of paper pulp",Free,Free
48.13,,,"Cigarette paper, whether or not cut to size or in the form of booklets",,
,,,or tubes:,,
4813.10.00,00K,Th, In the form of booklets or tubes,Free,Free
4813.2,,, In rolls of a width not exceeding 5 cm:,,
4813.20.01,00K,kg,  For manufacture into cigarette papers or for use in the manufacture,,
,,,of cigarettes,Free,Free
4813.20.09,00L,Th,  Other,Free,Free
4813.9,,, Other:,,
4813.90.01,00E,kg,  In rolls entered for manufacture into cigarette papers or for use in the,,
,,,manufacture of cigarettes,Free,Free
4813.90.09,00F,kg,  In rolls exceeding 15 cm in width,Free,Free
4813.90.11,00L,kg,"  In rolls not exceeding 15 cm in width, uncut",Free,Free
4813.90.19,00A,Th,  Other,Free,Free
48.14,,,Wallpaper and similar wall coverings; window transparencies of paper:,,
4814.2,,," Wallpaper and similar wall coverings, consisting of paper coated or",,
,,,"covered, on the face side, with a grained, embossed, coloured,",,
,,,designprinted or otherwise decorated layer of plastics:,,
4814.20.01,00H,rls,  Laminated,Free,Free
4814.20.09,,,  Other,Free,Free
,01G,rls,Vinyl coated,,
,09B,rls,Other,,
4814.90.00,,, Other,Free,Free
,01E,. .,Window transparencies of paper,,
,,,Wallpaper:,,
,13J,rls,"Wallpaper and similar wall coverings, consisting of paper covered, on",,
,,,"the face side, with plaiting material, whether or not bound together in",,
,,,parallel strands or woven,,
,17A,rls,Other,,
,25B,kg,“Ingrain” paper,,
,29E,kg,Other,,
48.16,,,"Carbon paper, selfcopy paper and other copying or transfer papers",,
,,,"(other than those of heading 48.09), duplicator stencils and offset",,
,,,"plates, of paper, whether or not put up in boxes:",,
4816.20.00,,, Selfcopy paper,Free,Free
,01F,kg,Continuous computer listing paper,,
,09A,kg,Other,,
4816.9,,, Other:,,
,,,  In rolls of a width exceeding 15 cm but not exceeding 36 cm:,,
4816.90.01,00K,kg, Printing and writing paper and paperboard,Free,Free
,,,Other:,,
4816.90.11,00E,kg, Transfer paper,Free,Free
4816.90.19,,, Other,Free,Free
,01D,kg,. . Coated or impregnated with artificial resins (excluding adhesives),,
,10C,kg,Carbon or similar copying papers,,
,,,Duplicator stencils:,,
,19G,. .,Electronic,,
,29D,. .,Other,,
,39A,kg,Other,,
,,,  Other:,,
4816.90.21,00L,kg,Transfer paper,Free,Free
4816.90.29,,,Other,Free,Free
,10J,kg,Carbon or similar copying papers,,
,,,Duplicator stencils:,,
,19B,. .,Electronic,,
,29K,. .,Other,,
,39G,kg,Other,,
48.17,,,"Envelopes, letter cards, plain postcards and correspondence cards, of",,
,,,"paper or paperboard; boxes, pouches, wallets and writing",,
,,,"compendiums, of paper or paperboard, containing an assortment of",,
,,,paper stationery:,,
4817.10.00,00B,Hd, Envelopes,Free,Free
4817.20.00,00F,Hd," Letter cards, plain postcards and correspondence cards",Free,Free
4817.30.00,,," Boxes, pouches, wallets and writing compendiums, of paper or",,
,,,"paperboard, containing an assortment of paper stationery",Free,Free
,01H,Hd,Wallets and writing compendiums,,
,29H,. .,Other,,
48.18,,,"Toilet paper and similar paper, cellulose wadding or webs of",,
,,,"cellulose fibres, of a kind used for household or sanitary purposes,",,
,,,"in rolls of a width not exceeding 36 cm, or cut to size or shape;",,
,,,"handkerchiefs, cleansing tissues, towels, tablecloths, serviettes,",,
,,,"bed sheets and similar household, sanitary or hospital articles, articles",,
,,,"of apparel and clothing accessories, of paper pulp, paper, cellulose",,
,,,wadding or webs of cellulose fibres:,,
4818.10.00,00L,. ., Toilet paper,Free,Free
4818.20.00,00D,. .," Handkerchiefs, cleansing or facial tissues and towels",Free,Free
4818.30.00,,, Tablecloths and serviettes,Free,Free
,01F,. .,Tablecloths,,
,09A,Hd,Serviettes,,
4818.50.00,00E,. ., Articles of apparel and clothing accessories,Free,Free
4818.90.00,00K,. ., Other,Free,Free
48.19,,,"Cartons, boxes, cases, bags and other packing containers, of paper,",,
,,,"paperboard, cellulose wadding or webs of cellulose fibres; box files,",,
,,,"letter trays, and similar articles, of paper or paperboard of a kind",,
,,,"used in offices, shops or the like:",,
4819.10.00,00J,Th," Cartons, boxes and cases, of corrugated paper or paperboard",Free,Free
4819.20.00,,," Folding cartons, boxes and cases, of noncorrugated paper or paperboard",Free,Free
,01L,Th,. . Solid fibreboard,,
,09F,Th,Other,,
,,,"Cartons, boxes, cases, bags and other packing, etc.—continued",,
4819.30.00,,," Sacks and bags, having a base of a width of 40 cm or more",Free,Free
,01D,Th,Multiply,,
,09K,Th,Other,,
4819.40.00,,," Other sacks and bags, including cones",Free,Free
,,,Sacks and bags:,,
,01H,Th,Multiply,,
,09C,Th,Other,,
,19L,. .,Cones,,
4819.50.00,,," Other packing containers, including record sleeves",Free,Free
,01A,Th,Record sleeves,,
,09G,. .,Other,,
4819.60.00,00G,. .," Box files, letter trays, storage boxes and similar articles, of a kind used",,
,,,"in offices, shops or the like",Free,Free
48.2,,,"Registers, account books, note books, order books, receipt books,",,
,,,"letter pads, memorandum pads, diaries and similar articles, exercise",,
,,,"books, blottingpads, binders (looseleaf or other), folders, file covers,",,
,,,"manifold business forms, interleaved carbon sets and other articles of",,
,,,"stationery, of paper or paperboard; albums for samples or for",,
,,,"collections and book covers, of paper or paperboard:",,
4820.10.00,,," Registers, account books, note books, order books, receipt books, letter",,
,,,"pads, memorandum pads, diaries and similar articles",Free,Free
,02J,No.,Diaries,,
,09F,Hd,"Receipt books, invoice books and like books designed for use with",,
,,,carbon paper,,
,11H,Hd,Ledger account books and registers,,
,21E,Hd,Writing blocks,,
,29L,. .,Other,,
4820.20.00,00F,Hd, Exercise books,Free,Free
4820.30.00,,," Binders (other than book covers), folders and file covers",Free,Free
,,,Binders (looseleaf type):,,
,,,Plastic covered:,,
,01H,No.,Ring,,
,09C,No.,Other,,
,19L,No.,Other,,
,21B,No.,File covers,,
,29H,No.,Other,,
4820.40.00,,, Manifold business forms and interleaved carbon sets,Free,Free
,,,Manifold business forms:,,
,01A,kg,Continuous,,
,09G,. .,Other,,
,19D,. .,Interleaved carbon sets,,
4820.50.00,00G,. ., Albums for samples or for collections,Free,Free
4820.9,,, Other:,,
4820.90.01,00H,. .,"  Oiled paper and drawing paper, in blocks, for artists",Free,Free
4820.90.09,,,  Other,Free,Free
,01G,Hd,Punched refills,,
,,,Other:,,
,11D,kg,Continuous,,
,21A,. .,Coupons for football pools and similar competitions,,
,29G,. .,Other,,
48.21,,,"Paper or paperboard labels of all kinds, whether or not printed:",,
4821.10.00,,, Printed,Free,Free
,01J,. .,Selfadhesive,,
,09D,. .,Other,,
4821.90.00,,, Other,Free,Free
,01H,. .,Selfadhesive,,
,09C,. .,Other,,
48.22,,,"Bobbins, spools, cops and similar supports of paper pulp, paper or",,
,,,paperboard (whether or not perforated or hardened):,,
4822.10.00,00J,. ., Of a kind used for winding textile yarn,Free,Free
4822.90.00,00H,. ., Other,Free,Free
48.23,,,"Other paper, paperboard, cellulose wadding and webs of cellulose",,
,,,"fibres, cut to size or shape; other articles of paper pulp, paper,",,
,,,"paperboard, cellulose wadding or webs of cellulose fibres:",,
4823.20.00,00L,kg, Filter paper and paperboard,Free,Free
4823.40.00,00H,. .," Rolls, sheets and dials, printed for selfrecording apparatus",Free,Free
,,,"Other paper, paperboard, cellulose wadding, etc.—continued",,
,,," Trays, dishes, plates, cups and the like, of paper or paperboard:",,
4823.61.00,,,  Of bamboo,Free,Free
,10G,Hd,Dishes and plates,,
,19L,Hd,Cups,,
,29H,Hd,Other,,
4823.69.00,,,  Other,Free,Free
,10C,Hd,Dishes and plates,,
,19G,Hd,Cups,,
,29D,Hd,Other,,
4823.70.00,,, Moulded or pressed articles of paper pulp,Free,Free
,01G,No.,Trays and containers for fruit and vegetables,,
,09B,No.,Trays and containers for eggs,,
,19K,. .,Other,,
4823.9,,, Other:,,
4823.90.01,00B,. .,  Automotive electrical insulation paperboard,Free,Free
4823.90.09,00C,. .,  Perforated cards for jacquard attachments and the like; stamp hinges,Free,Free
4823.90.11,00H,. .,  Patterns for apparel,Free,Free
4823.90.19,,,  Other,Free,Free
,01G,. .,"Rods or sticks, solid, of circular crosssection",,
,09B,. .,Holders especially designed to hold Xray films in the mouth,,
,11D,. .,"Cards, not punched, for punch card machines, whether or not in strips",,
,,,"Gummed or adhesive paper, in strips or rolls:",,
,17C,. .,. Self-adhesive,,
,21A,. .,Other,,
,29G,. .,Other,,
49.01,,,"Printed books, brochures, leaflets and similar printed matter, whether",,
,,,or not in single sheets:,,
4901.10.00,,," In single sheets, whether or not folded",Free,Free
,01L,. .,Typescripts,,
,09F,. .,Brochures and pamphlets,,
,19C,. .,Other,,
,,, Other:,,
4901.91.00,00F,. .,"  Dictionaries and encyclopaedias, and serial instalments thereof",Free,Free
4901.99,,,  Other:,,
4901.99.01,00J,. .,Directories of New Zealand or of any part thereof,Free,Free
4901.99.09,,,Other,Free,Free
,01H,. .,School textbooks,,
,09C,. .,Other books and booklets,,
,19L,. .,Other,,
49.02,,,"Newspapers, journals and periodicals, whether or not illustrated or",,
,,,containing advertising material:,,
4902.10.00,00L,. ., Appearing at least four times a week,Free,Free
4902.90.00,00K,. ., Other,Free,Free
49.03,,,,,
4903.00.00,00E,. .,"Children’s picture, drawing or colouring books",Free,Free
49.04,,,,,
4904.00.00,00C,. .,"Music, printed or in manuscript, whether or not bound or illustrated",Free,Free
49.05,,,"Maps and hydrographic or similar charts of all kinds, including",,
,,,"atlases, wall maps, topographical plans and globes, printed:",,
4905.20.00,00J,. ., In book form,Free,Free
4905.90.00,00D,. ., Other,Free,Free
49.06,,,,,
4906.00.00,00K,. .,"Plans and drawings for architectural, engineering, industrial,",,
,,,"commercial, topographical or similar purposes, being originals drawn",,
,,,by hand; hand-written texts; photographic reproductions on sensitised,,
,,,paper and carbon copies of the foregoing,Free,Free
49.07,,,,,
4907,,,"Unused postage, revenue or similar stamps of current or new issue in",,
,,,"the country in which they have, or will have, a recognised face value;",,
,,,"stamp-impressed paper; banknotes; cheque forms; stock, share or",,
,,,bond certificates and similar documents of title:,,
4907.00.01,,, Stamps; banknotes; travellers’ cheques issued by overseas credit houses,Free,Free
,01B,. .,Stamps,,
,11K,. .,"Banknotes, new, intended for circulation in New Zealand",,
,19E,. .,Other banknotes,,
,29B,. .,Travellers’ cheques issued by overseas credit houses,,
4907.00.09,00E,. ., Other,Free,Free
49.08,,,Transfers (decalcomanias):,,
4908.1,,," Transfers (decalcomanias), vitrifiable:",,
4908.10.01,00F,. .,  Automotive decalcomanias,Free,Free
4908.10.09,00G,. .,  Other,Free,Free
4908.9,,, Other:,,
4908.90.01,00E,. .,  Automotive decalcomanias,Free,Free
4908.90.09,00F,. .,  Other,Free,Free
49.09,,,,,
4909.00.00,,,Printed or illustrated postcards; printed cards bearing personal,,
,,,"greetings, messages or announcements, whether or not illustrated,",,
,,,with or without envelopes or trimmings,Free,Free
,01B,. .,Picture postcards,,
,,,Other:,,
,11K,No.,Christmas greeting cards,,
,19E,No.,Other,,
49.1,,,,,
4910.00.00,00H,. .,"Calendars of any kind, printed, including calendar blocks",Free,Free
49.11,,,"Other printed matter, including printed pictures and photographs:",,
4911.1,,," Trade advertising material, commercial catalogues and the like:",,
4911.10.01,00F,kg,"  Trade catalogues, price lists and colour cards, printed in an overseas",,
,,,"country, provided that:",,
,,,(a) They relate exclusively to goods produced in that country,,
,,,"(b) They bear the name and overseas address of the company, firm or",,
,,,"person, in that country, whose goods are thereby represented, and",,
,,,(c) They are not designed to advertise or promote the sale of goods by,,
,,,"any company, firm or person, having an established business in",,
,,,New Zealand,Free,Free
4911.10.09,,,"  Trade catalogues, price lists and colour cards, other kinds; circulars,",,
,,,"programmes, printed posters and other advertising material",Free,Free
,01E,kg,Travel brochures and leaflets,,
,09L,kg,Advertising material used in conjunction with cinematographic film,,
,,,for public exhibition (excluding television film),,
,19H,kg,Other,,
4911.10.11,00A,kg,"  Brochures, posters and leaflets designed to promote travel outside",,
,,,New Zealand,Free,Free
4911.10.19,00B,kg,  Other,Free,Free
,,, Other:,,
4911.91.00,,,"  Pictures, designs and photographs",Free,Free
,01A,. .,Advertising material used in conjunction with cinematographic film,,
,,,for public exhibition (excluding television film),,
,09G,. .,Other,,
4911.99,,,  Other:,,
4911.99.01,00F,. .,"Cinema, concert, theatre, railway and other tickets; window",,
,,,transparencies,Free,Free
4911.99.09,00G,. .,"Showcards printed on paper, paperboard or other material",Free,Free
4911.99.11,00A,No.,Christmas and similar cards,Free,Free
4911.99.18,00F,. .,Other,Free,Free
