Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
8703.70.11,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10J,No.,. New,,
,19B,No.,. Used,,
8703.70.13,,, Other,Free,Free
,10A,No.,. Four-wheeled farm-bike vehicles,,
,,,. Motor cars:,,
,,,. . New:,,
,11K,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15B,No.,Other,,
,17J,No.,. . Used,,
,19E,No.,. Other,,
,,,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc:",,
8703.70.15,,," Motorhomes, being vehicles for the transport of persons,",,
,,,"specially equipped for habitation (for example, with sleeping,",,
,,,"cooking, toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10D,No.,. New,,
,19H,No.,. Used,,
,,,"Motor cars and other motor vehicles principally, etc.—continued",,
,,," Other vehicles, with both compression-ignition internal, etc.—continued",,
,,,"Of a cylinder capacity exceeding 1,500 cc but not, etc.—continued",,
8703.70.17,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10G,No.,. New,,
,19L,No.,. Used,,
8703.70.19,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,11H,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15L,No.,Other,,
,17G,No.,. . Used,,
,19C,No.,. Other,,
,,,"Of a cylinder capacity exceeding 2,500 cc:",,
8703.70.21,,," Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 7
,,,,,1/2025 6
,10D,No.,. New,,
,19H,No.,. Used,,
8703.70.23,,,Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10G,No.,. New,,
,19L,No.,. Used,,
8703.70.29,,, Other,Free,Free
,,,. Motor cars:,,
,,,. . New:,,
,10E,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,15F,No.,Other,,
,17B,No.,. . Used,,
,19J,No.,. Other,,
8703.8,,," Other vehicles, with only electric motor for propulsion:",,
8703.80.10,,,"Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10F,No.,New,,
,19K,No.,Used,,
8703.80.15,,, Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10H,No.,New,,
,19A,No.,Used,,
8703.80.19,,,Other,Free,Free
,,,Motor cars:,,
,,,. New:,,
,10C,No.,. . Unassembled as may be determined by the Minister in accordance,,
,,,"with section 14 of this Act, and under such conditions as the",,
,,,Minister may prescribe,,
,11A,No.,. . Other,,
,15D,No.,. Used,,
,19G,No.,Other,,
,,,"Motor cars and other motor vehicles principally, etc.—continued",,
8703.9,,, Other:,,
8703.90.11,,,"Motorhomes, being vehicles for the transport of persons, specially",,
,,,"equipped for habitation (for example, with sleeping, cooking,",,
,,,"toilet facilities, etc.)",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,,,Having rotary piston engines:,,
,10F,No.,. New,,
,11D,No.,. Used,,
,,,Other,,
,17C,No.,. New,,
,19K,No.,. Used,,
8703.90.50,,, Ambulances,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,,,Having rotary piston engines:,,
,10A,No.,. New,,
,11K,No.,. Used,,
,,,Other,,
,17J,No.,. New,,
,19E,No.,. Used,,
8703.90.90,,,Other,Free,Free
,,,Having rotary piston engines:,,
,,,. Motor cars:,,
,,,. . New:,,
,10C,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,11A,No.,Other,,
,13H,No.,. . Used,,
,15D,No.,. Other,,
,,,Other:,,
,,,. Motor cars:,,
,,,. . New:,,
,19G,No.,Unassembled as may be determined by the Minister in,,
,,,"accordance with section 14 of this Act, and under such",,
,,,conditions as the Minister may prescribe,,
,21J,No.,Other,,
,25A,No.,. . Used,,
,29D,No.,. Other,,
87.04,,,Motor vehicles for the transport of goods:,,
,,, Dumpers designed for off-highway use:,,
8704.10.01,,,"G.v.w. not exceeding 10,500 kg",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01L,No.,New,,
,09F,No.,Used,,
8704.10.09,,,Other,Free,Free
,01A,No.,New,,
,09G,No.,Used,,
,,," Other, with only compression-ignition internal combustion piston engine",,
,,,(diesel or semi-diesel):,,
8704.21,,,g.v.w. not exceeding 5 tonnes:,,
8704.21.10,,, Unassembled as may be determined by the Minister in accordance,,
,,,"with Section 14 of this Act, and under such condition as the Minister",Free,Free
,,,may prescribe,,
,,,". g.v.w. not exceeding 3,500 kg:",,
,02F,No.,. . Vans,,
,04B,No.,. . Other,,
,10G,No.,. Other,,
,,,Motor vehicles for the transport of goods—continued,,
,,," Other, with only compression-ignition internal, etc.—continued",,
,,,g.v.w. not exceeding 5 tonnes—continued,,
,,, Other:,,
8704.21.50,,,"g.v.w. not exceeding 3,500 kg",Free,Free
,,,. . Refrigerated lorries (trucks):,,
,,,"Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,02H,No.,. . New,,
,06L,No.,. . Used,,
,,,. Containing R-404A:,,
,12E,No.,New,,
,14A,No.,. . Used,,
,,,. Containing R407F:,,
,16H,No.,. . New,,
,26E,No.,. . Used,,
,,,. Containing R448A or R449A:,,
,28A,No.,. . New,,
,35D,No.,. . Used,,
,,,. Other:,,
,36B,No.,. . New,,
,37L,No.,. . Used,,
,,,Other:,,
,38J,No.,. New,,
,40L,No.,. Used,,
,,,. . Vans:,,
,,,Refrigerated:,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,42G,No.,New,,
,44C,No.,Used,,
,,,. . Containing R-404A:,,
,52D,No.,New,,
,54L,No.,Used,,
,,,. Containing R407F:,,
,55J,No.,. . New,,
,56G,No.,. . Used,,
,,,. Containing R448A or R449A:,,
,57E,No.,. . New,,
,58C,No.,. . Used,,
,,,. . Other:,,
,63K,No.,New,,
,65F,No.,Used,,
,,,. Other:,,
,72J,No.,. . New,,
,74E,No.,. . Used,,
,,,Other:,,
,82F,No.,. New,,
,84B,No.,. Used,,
,,,. . Other:,,
,92C,No.,New,,
,94K,No.,Used,,
,,,Motor vehicles for the transport of goods—continued,,
,,," Other, with only compression-ignition internal, etc.—continued",,
,,,g.v.w. not exceeding 5 tonnes—continued,,
,,, Other—continued,,
8704.21.80,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,02D,No.,. . Cabs for use in the assembly of motor vehicles,,
,,,. . Other:,,
,,,Refrigerated lorries (trucks):,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12A,No.,New,,
,14H,No.,Used,,
,,,. . Containing R-404A:,,
,22J,No.,New,,
,24E,No.,Used,,
,,,. . Containing R407F:,,
,26A,No.,New,,
,27K,No.,Used,,
,,,. . Containing R448A or R449A:,,
,28H,No.,New,,
,30K,No.,Used,,
,,,. . Other:,,
,33D,No.,New,,
,35L,No.,Used,,
,,,. Other:,,
,42C,No.,. . New,,
,44K,No.,. . Used,,
,,,Other:,,
,52L,No.,. New,,
,54G,No.,. Used,,
8704.22,,,g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes:,,
8704.22.01,,, Unassembled as may be determined by the Minister in accordance,,
,,,"with Section 14 of this Act, and under such condition as the Minister",,
,,,may prescribe,Free,Free
,02A,No.,". g.v.w. not exceeding 10,500 kg",,
,04H,No.,. Other,,
,,, Other:,,
8704.22.11,,,"g.v.w. not exceeding 10,500 kg",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,02G,No.,. . Cabs for use in the assembly of motor vehicles,,
,,,. . Other:,,
,,,Refrigerated lorries (trucks):,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12D,No.,New,,
,14L,No.,Used,,
,,,. . Containing R-404A:,,
,22A,No.,New,,
,24H,No.,Used,,
,,,. . Containing R407F:,,
,26D,No.,New,,
,27B,No.,Used,,
,,,. . Containing R448A or R449A:,,
,28L,No.,New,,
,30B,No.,Used,,
,,,. . Other:,,
,33G,No.,New,,
,35C,No.,Used,,
,,,. Other:,,
,42F,No.,. . New,,
,44B,No.,. . Used,,
,,,Other:,,
,52C,No.,. New,,
,54K,No.,. Used,,
,,,Motor vehicles for the transport of goods—continued,,
,,," Other, with only compression-ignition internal, etc.—continued",,
,,,g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes—continued,,
,,, Other—continued,,
8704.22.19,,,Other,Free,Free
,02H,No.,. . Cabs for use in the assembly of motor vehicles,,
,,,. . Other:,,
,,,Refrigerated lorries (trucks):,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12E,No.,New,,
,14A,No.,Used,,
,,,. . Containing R-404A:,,
,22B,No.,New,,
,24J,No.,Used,,
,,,. . Containing R407F:,,
,26E,No.,New,,
,27C,No.,Used,,
,,,. . Containing R448A or R449A:,,
,28A,No.,New,,
,30C,No.,Used,,
,,,. . Other:,,
,33H,No.,New,,
,35D,No.,Used,,
,,,. Other:,,
,42G,No.,. . New,,
,44C,No.,. . Used,,
,,,Other:,,
,52D,No.,. New,,
,54L,No.,. Used,,
8704.23,,,g.v.w. exceeding 20 tonnes:,,
8704.23.01,10G,No., Unassembled as may be determined by the Minister in accordance,,
,,,"with Section 14 of this Act, and under such condition as the Minister",,
,,,may prescribe,Free,Free
8704.23.09,,, Other,Free,Free
,02G,No.,. . Cabs for use in the assembly of motor vehicles,,
,,,. . Other:,,
,,,Refrigerated lorries (trucks):,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12D,No.,New,,
,14L,No.,Used,,
,,,. . Containing R-404A:,,
,22A,No.,New,,
,24H,No.,Used,,
,,,. . Containing R407F:,,
,26D,No.,New,,
,27B,No.,Used,,
,,,. . Containing R448A or R449A:,,
,28L,No.,New,,
,30B,No.,Used,,
,,,. . Other:,,
,33G,No.,New,,
,35C,No.,Used,,
,,,. Other:,,
,42F,No.,. . New,,
,44B,No.,. . Used,,
,,,Other:,,
,52C,No.,. New,,
,54K,No.,. Used,,
,,," Other, with only spark-ignition internal combustion piston engine:",,
8704.31,,,g.v.w. not exceeding 5 tonnes:,,
8704.31.10,,, Unassembled as may be determined by the Minister in accordance,,
,,,"with Section 14 of this Act, and under such condition as the Minister",,
,,,may prescribe,Free,Free
,,,". g.v.w. not exceeding 3,500 kg:",,
,02K,No.,. . Vans,,
,04F,No.,. . Other,,
,12G,No.,. Other,,
,,,Motor vehicles for the transport of goods—continued,,
,,," Other, with only spark-ignition internal combustion, etc.—continued",,
,,,g.v.w. not exceeding 5 tonnes—continued,,
,,, Other:,,
8704.31.50,,,"g.v.w. not exceeding 3,500 kg:",Free,Free
,,,. . Refrigerated lorries (trucks):,,
,,,"Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,02A,No.,. . New,,
,06D,No.,. . Used,,
,,,. Containing R-404A:,,
,12J,No.,. . New,,
,14E,No.,. . Used,,
,,,. Containing R407F:,,
,16A,No.,. . New,,
,26J,No.,. . Used,,
,,,. Containing R448A or R449A:,,
,28E,No.,. . New,,
,35H,No.,. . Used,,
,,,. Other:,,
,36F,No.,. . New,,
,37D,No.,. . Used,,
,,,Other:,,
,38B,No.,. New,,
,40D,No.,. Used,,
,,,. . Vans:,,
,,,Refrigerated:,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,42L,No.,New,,
,44G,No.,Used,,
,,,. . Containing R-404A:,,
,52H,No.,New,,
,54D,No.,Used,,
,,,. . Containing R407F:,,
,55B,No.,New,,
,56L,No.,Used,,
,,,. . Containing R448A or R449A:,,
,57J,No.,New,,
,58G,No.,Used,,
,,,. . Other:,,
,63C,No.,New,,
,65K,No.,Used,,
,,,. Other:,,
,72B,No.,. . New,,
,74J,No.,. . Used,,
,,,Other:,,
,82K,No.,. New,,
,84F,No.,. Used,,
,,,. . Other:,,
,92G,No.,New,,
,94C,No.,Used,,
,,,Motor vehicles for the transport of goods—continued,,
,,," Other, with only spark-ignition internal combustion, etc.—continued",,
,,,g.v.w. not exceeding 5 tonnes—continued,,
,,, Other—continued,,
8704.31.80,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,02H,No.,. . Cabs for use in the assembly of motor vehicles,,
,,,. . Other:,,
,,,Refrigerated lorries (trucks):,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12E,No.,New,,
,14A,No.,Used,,
,,,. . Containing R-404A:,,
,22B,No.,New,,
,24J,No.,Used,,
,,,. . Containing R407F:,,
,26E,No.,New,,
,27C,No.,Used,,
,,,. . Containing R448A or R449A:,,
,28A,No.,New,,
,30C,No.,Used,,
,,,. . Other:,,
,33H,No.,New,,
,35D,No.,Used,,
,,,. Other:,,
,42G,No.,. . New,,
,44C,No.,. . Used,,
,,,Other:,,
,52D,No.,. New,,
,54L,No.,. Used,,
8704.32,,,g.v.w. exceeding 5 tonnes:,,
 8704.32.01,,, Unassembled as may be determined by the Minister in accordance,,
,,,"with Section 14 of this Act, and under such condition as the Minister",,
,,,may prescribe,Free,Free
,02E,No.,". g.v.w. not exceeding 10,500 kg",,
,04A,No.,. Other,,
,,, Other:,,
8704.32.11,,,"g.v.w. not exceeding 10,500 kg",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,02L,No.,. . Cabs for use in the assembly of motor vehicles,,
,,,. . Other:,,
,,,Refrigerated lorries (trucks):,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12H,No.,New,,
,14D,No.,Used,,
,,,. . Containing R-404A:,,
,22E,No.,New,,
,24A,No.,Used,,
,,,. . Containing R407F:,,
,26H,No.,New,,
,27F,No.,Used,,
,,,. . Containing R448A or R449A:,,
,28D,No.,New,,
,30F,No.,Used,,
,,,. . Other:,,
,33L,No.,New,,
,35G,No.,Used,,
,,,. Other:,,
,42K,No.,. . New,,
,44F,No.,. . Used,,
,,,Other:,,
,52G,No.,. New,,
,54C,No.,. Used,,
,,,Motor vehicles for the transport of goods—continued,,
,,," Other, with only spark-ignition internal combustion, etc.—continued",,
,,,"Unassembled as may be determined by the Minister, etc.—continued",,
,,, Other—continued,,
8704.32.19,,,Other,Free,Free
,02A,No.,. . Cabs for use in the assembly of motor vehicles,,
,,,. . Other:,,
,,,Refrigerated lorries (trucks):,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12J,No.,New,,
,14E,No.,Used,,
,,,. . Containing R-404A:,,
,22F,No.,New,,
,24B,No.,Used,,
,,,. . Containing R407F:,,
,26J,No.,New,,
,27G,No.,Used,,
,,,. . Containing R448A or R449A:,,
,28E,No.,New,,
,30G,No.,Used,,
,,,. . Other:,,
,33A,No.,New,,
,35H,No.,Used,,
,,,. Other:,,
,42L,No.,. . New,,
,44G,No.,. . Used,,
,,,Other:,,
,52H,No.,. New,,
,54D,No.,. Used,,
,,," Other, with both compression-ignition internal combustion piston engine",,
,,,(diesel or semi-diesel) and electric motor as motors for propulsion:,,
8704.41,,,g.v.w. not exceeding 5 tonnes:,,
8704.41.10,,, Unassembled as may be determined by the Minister in accordance,,
,,,"with Section 14 of this Act, and under such condition as the Minister",,
,,,may prescribe,Free,Free
,,,". g.v.w. not exceeding 3,500 kg:",,
,02C,No.,. . Vans,,
,04K,No.,. . Other,,
,12L,No.,. Other,,
,,,Motor vehicles for the transport of goods—continued,,
,,," Other, with both compression-ignition internal, etc.—continued",,
,,,g.v.w. not exceeding 5 tonnes—continued,,
,,, Other:,,
8704.41.50,,,"g.v.w. not exceeding 3,500 kg:",Free,Free
,,,. . Refrigerated lorries (trucks):,,
,,,"Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,02E,No.,. . New,,
,04A,No.,. . Used,,
,,,. Containing R-404A:,,
,12B,No.,New,,
,14J,No.,. . Used,,
,,,. Containing R407F:,,
,15G,No.,. . New,,
,16E,No.,. . Used,,
,,,. Containing R448A or R449A:,,
,17C,No.,. . New,,
,18A,No.,. . Used,,
,,,. Other:,,
,23H,No.,. . New,,
,25D,No.,. . Used,,
,,,Other:,,
,32G,No.,. New,,
,34C,No.,. Used,,
,,,. . Vans:,,
,,,Refrigerated:,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,42D,No.,New,,
,44L,No.,Used,,
,,,. . Containing R-404A:,,
,52A,No.,New,,
,54H,No.,Used,,
,,,. . Containing R407F:,,
,55F,No.,New,,
,56D,No.,Used,,
,,,. . Containing R448A or R449A:,,
,57B,No.,New,,
,58L,No.,Used,,
,,,. . Other:,,
,63G,No.,New,,
,65C,No.,Used,,
,,,. Other:,,
,72F,No.,. . New,,
,74B,No.,. . Used,,
,,,Other:,,
,82C,No.,. New,,
,84K,No.,. Used,,
,,,. . Other:,,
,92L,No.,New,,
,94G,No.,Used,,
,,,Motor vehicles for the transport of goods—continued,,
,,," Other, with both compression-ignition internal, etc.—continued",,
,,,g.v.w. not exceeding 5 tonnes—continued,,
,,, Other—continued,,
8704.41.80,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,02A,No.,. . Cabs for use in the assembly of motor vehicles,,
,,,. . Other:,,
,,,Refrigerated lorries (trucks):,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12J,No.,New,,
,14E,No.,Used,,
,,,. . Containing R-404A:,,
,22F,No.,New,,
,24B,No.,Used,,
,,,. . Containing R407F:,,
,25L,No.,New,,
,26J,No.,Used,,
,,,. . Containing R448A or R449A:,,
,27G,No.,New,,
,28E,No.,Used,,
,,,. . Other:,,
,33A,No.,New,,
,35H,No.,Used,,
,,,. Other:,,
,42L,No.,. . New,,
,44G,No.,. . Used,,
,,,Other:,,
,52H,No.,. New,,
,54D,No.,. Used,,
8704.42,,,g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes:,,
8704.42.01,,, Unassembled as may be determined by the Minister in accordance,,
,,,"with Section 14 of this Act, and under such condition as the Minister",,
,,,may prescribe,Free,Free
,02J,No.,". g.v.w. not exceeding 10,500 kg",,
,04E,No.,. Other,,
,,, Other:,,
8704.42.11,,,"g.v.w. not exceeding 10,500 kg",5,Free
,,,,,*See Below
,,,,,CA Free
,02D,No.,. . Cabs for use in the assembly of motor vehicles,,
,,,. . Other:,,
,,,Refrigerated lorries (trucks):,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12A,No.,New,,
,14H,No.,Used,,
,,,. . Containing R-404A:,,
,22J,No.,New,,
,24E,No.,Used,,
,,,. . Containing R407F:,,
,25C,No.,New,,
,26A,No.,Used,,
,,,. . Containing R448A or R449A:,,
,27K,No.,New,,
,28H,No.,Used,,
,,,. . Other:,,
,33D,No.,New,,
,35L,No.,Used,,
,,,. Other:,,
,42C,No.,. . New,,
,44K,No.,. . Used,,
,,,Other:,,
,52L,No.,. New,,
,54G,No.,. Used,,
,,,Motor vehicles for the transport of goods—continued,,
,,," Other, with both compression-ignition internal, etc.—continued",,
,,,g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes—continued,,
,,, Other—continued,,
8704.42.19,,,Other,Free,Free
,02E,No.,. . Cabs for use in the assembly of motor vehicles,,
,,,. . Other:,,
,,,Refrigerated lorries (trucks):,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12B,No.,New,,
,14J,No.,Used,,
,,,. . Containing R-404A:,,
,22K,No.,New,,
,24F,No.,Used,,
,,,. . Containing R407F:,,
,25D,No.,New,,
,26B,No.,Used,,
,,,. . Containing R448A or R449A:,,
,27L,No.,New,,
,28J,No.,Used,,
,,,. . Other:,,
,33E,No.,New,,
,35A,No.,Used,,
,,,. Other:,,
,42D,No.,. . New,,
,44L,No.,. . Used,,
,,,Other:,,
,52A,No.,. New,,
,54H,No.,. Used,,
8704.43,,,g.v.w. exceeding 20 tonnes:,,
8704.43.01,00G,No., Unassembled as may be determined by the Minister in accordance,,
,,,"with Section 14 of this Act, and under such condition as the Minister",,
,,,may prescribe,Free,Free
8704.43.09,,, Other,Free,Free
,02D,No.,. Cabs for use in the assembly of motor vehicles,,
,,,. Other:,,
,,,. . Refrigerated lorries (trucks):,,
,,,"Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12A,No.,. . New,,
,14H,No.,. . Used,,
,,,. Containing R-404A:,,
,22J,No.,. . New,,
,24E,No.,. . Used,,
,,,. Containing R407F:,,
,25C,No.,. . New,,
,26A,No.,. . Used,,
,,,. Containing R448A or R449A:,,
,27K,No.,. . New,,
,28H,No.,. . Used,,
,,,. Other:,,
,33D,No.,. . New,,
,35L,No.,. . Used,,
,,,Other:,,
,42C,No.,. New,,
,44K,No.,. Used,,
,,,. . Other:,,
,52L,No.,New,,
,54G,No.,Used,,
,,," Other, with both spark-ignition internal combustion piston engine and",,
,,,electric motor as motors for propulsion:,,
8704.51,,,g.v.w. not exceeding 5 tonnes:,,
8704.51.10,,, Unassembled as may be determined by the Minister in accordance,,
,,,"with Section 14 of this Act, and under such condition as the Minister",,
,,,may prescribe,Free,Free
,,,". g.v.w. not exceeding 3,500 kg:",,
,02G,No.,. . Vans,,
,04C,No.,. . Other,,
,12D,No.,. Other,,
,,,Motor vehicles for the transport of goods—continued,,
,,," Other, with both spark-ignition internal combustion, etc.—continued",,
,,,g.v.w. not exceeding 5 tonnes—continued,,
,,, Other:,,
8704.51.50,,,"g.v.w. not exceeding 3,500 kg:",Free,Free
,,,. . Refrigerated lorries (trucks):,,
,,,"Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,02J,No.,. . New,,
,04E,No.,. . Used,,
,,,. Containing R-404A:,,
,12F,No.,New,,
,14B,No.,. . Used,,
,,,. Containing R407F:,,
,15L,No.,. . New,,
,16J,No.,. . Used,,
,,,. Containing R448A or R449A:,,
,17G,No.,. . New,,
,18E,No.,. . Used,,
,,,. Other:,,
,23A,No.,. . New,,
,25H,No.,. . Used,,
,,,Other:,,
,32L,No.,. New,,
,34G,No.,. Used,,
,,,. . Vans:,,
,,,Refrigerated:,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,42H,No.,New,,
,44D,No.,Used,,
,,,. . Containing R-404A:,,
,52E,No.,New,,
,54A,No.,Used,,
,,,. . Containing R407F:,,
,55K,No.,New,,
,56H,No.,Used,,
,,,. . Containing R448A or R449A:,,
,57F,No.,New,,
,58D,No.,Used,,
,,,. . Other:,,
,63L,No.,New,,
,65G,No.,Used,,
,,,. Other:,,
,72K,No.,. . New,,
,74F,No.,. . Used,,
,,,Other:,,
,82G,No.,. New,,
,84C,No.,. Used,,
,,,. . Other:,,
,92D,No.,New,,
,94L,No.,Used,,
,,,Motor vehicles for the transport of goods—continued,,
,,," Other, with both spark-ignition internal combustion, etc.—continued",,
,,,g.v.w. not exceeding 5 tonnes—continued,,
,,, Other—continued,,
8704.51.80,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,02E,No.,. . Cabs for use in the assembly of motor vehicles,,
,,,. . Other:,,
,,,Refrigerated lorries (trucks):,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12B,No.,New,,
,14J,No.,Used,,
,,,. . Containing R-404A:,,
,22K,No.,New,,
,24F,No.,Used,,
,,,. . Containing R407F:,,
,25D,No.,New,,
,26B,No.,Used,,
,,,. . Containing R448A or R449A:,,
,27L,No.,New,,
,28J,No.,Used,,
,,,. . Other:,,
,33E,No.,New,,
,35A,No.,Used,,
,,,. Other:,,
,42D,No.,. . New,,
,44L,No.,. . Used,,
,,,Other:,,
,52A,No.,. New,,
,54H,No.,. Used,,
8704.52,,,g.v.w. exceeding 5 tonnes:,,
8704.52.01,,, Unassembled as may be determined by the Minister in accordance,,
,,,"with Section 14 of this Act, and under such condition as the Minister",,
,,,may prescribe,Free,Free
,02B,No.,". g.v.w. not exceeding 10,500 kg",,
,04J,No.,. Other,,
,,, Other:,,
8704.52.11,,,"g.v.w. not exceeding 10,500 kg",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,02H,No.,. . Cabs for use in the assembly of motor vehicles,,
,,,. . Other:,,
,,,Refrigerated lorries (trucks):,,
,,,". Containing hydrofluorocarbons, other than in the cab’s air",,
,,,conditioning machine:,,
,,,". . Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,
,12E,No.,New,,
,14A,No.,Used,,
,,,. . Containing R-404A:,,
,22B,No.,New,,
,24J,No.,Used,,
,,,. . Containing R407F:,,
,25G,No.,New,,
,26E,No.,Used,,
,,,. . Containing R448A or R449A:,,
,27C,No.,New,,
,28A,No.,Used,,
,,,. . Other:,,
,33H,No.,New,,
,35D,No.,Used,,
,,,. Other:,,
,42G,No.,. . New,,
,44C,No.,. . Used,,
,,,Other:,,
,52D,No.,. New,,
,54L,No.,. Used,,
,,,Motor vehicles for the transport of goods—continued,,
,,," Other, with both spark-ignition internal combustion, etc.—continued",,
,,,g.v.w. exceeding 5 tonnes—continued,,
,,, Other—continued,,
8704.52.19,,,Other,Free,Free
