Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,09G,No.,Self-opening door mechanisms,,
,11J,No.,Automatic garage door openers,,
,,,Work platforms:,,
,21F,.,Trailer mounted,,
,31C,.,Truck mounted,,
,39J,.,Other,,
,47K,kg,"Mine wagon pushers, locomotive or wagon traversers, wagon tippers",,
,,,and similar railway wagon handling equipment,,
,60G,.,Other,,
84.29,,,"Self-propelled bulldozers, angledozers, graders, levellers, scrapers,",,
,,,"mechanical shovels, excavators, shovel loaders, tamping machines",,
,,,and road rollers:,,
,,,Bulldozers and angledozers:,,
8429.11.00,00G,No.,Track laying,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8429.19.00,00C,No.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
8429.20.00,,,Graders and levellers,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,01D,No.,"Having a basic operating weight less than 10,000 kg",,
,09K,No.,"Having a basic operating weight of 10,000 kg or more, but less than",,
,,,"16,500 kg",,
,19G,No.,Other,,
,,,"Self-propelled bulldozers, angledozers, graders, etc.continued",,
8429.30.00,00K,No.,Scrapers,Free,Free
8429.4,,,Tamping machines and road rollers:,,
8429.40.01,00K,No.,Tamping machines,5,Free
,,,,,*See Below
,,,,,CA Free
8429.40.09,,,Road rollers,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 5
,,,,,1/2025 5
,01J,No.,Vibratory types,,
,09D,No.,Other,,
,,,"Mechanical shovels, excavators and shovel loaders",,
8429.51.00,,,Front-end shovel loaders,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,10J,No.,Excavating front-end shovel loaders,,
,15K,kg,"Loaders, shovel type, specially designed for use in underground",,
,,,mines,,
,19B,kg,Other,,
8429.52.00,,,Machinery with a 360 ° revolving superstructure,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,10C,No.,Excavating machinery,,
,19G,No.,Other,,
8429.59.00,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,10E,No.,Excavating machinery,,
,19J,No.,Other,,
84.3,,,"Other moving, grading, levelling, scraping, excavating, tamping,",,
,,,"compacting, extracting or boring machinery, for earth, minerals",,
,,,or ores; pile-drivers and pile-extractors; snow-ploughs and,,
,,,snow-blowers:,,
8430.10.00,,,Pile-drivers and pile-extractors,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01D,No.,Pile-drivers,,
,09K,No.,Pile-extractors,,
8430.20.00,00K,No.,Snow-ploughs and snow-blowers,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Coal or rock cutters and tunnelling machinery:,,
8430.31,,,Self-propelled:,,
8430.31.01,00D,kg,Coal or rock cutters,Free,Free
8430.31.09,00E,No.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8430.39,,,Other:,,
8430.39.01,00L,kg,Coal or rock cutters,Free,Free
8430.39.09,00A,No.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,"Other moving, grading, levelling, scraping, excavating, etc.continued",,
,,,Other boring or sinking machinery:,,
8430.41,,,Self-propelled:,,
8430.41.01,00H,kg,Rock boring machinery,Free,Free
8430.41.09,00J,No.,Well sinking and boring,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC Free
8430.41.19,00D,No.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8430.49,,,Other:,,
8430.49.01,00D,kg,Rock boring machinery,Free,Free
8430.49.09,00E,No.,Well sinking and boring machinery,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8430.49.19,00L,No.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8430.50.00,00L,No.,"Other machinery, self-propelled",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,,,"Other machinery, not self-propelled:",,
8430.61.00,00J,.,Tamping or compacting machinery,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
8430.69,,,Other:,,
8430.69.11,00G,No.,Scrapers,Free,Free
8430.69.19,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,11C,No.,Excavating machinery,,
,19J,No.,Other,,
84.31,,,Parts suitable for use solely or principally with the machinery of,,
,,,headings 84.25 to 84.30:,,
8431.1,,,Of machinery of heading 84.25:,,
8431.10.01,00L,.,Of built-in jacking systems of a type used in garages,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8431.10.09,00A,.,Of portable jacks,Free,Free
8431.10.15,00A,.,Of trolley jacks,Free,Free
8431.10.19,00G,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8431.20.00,,,Of machinery of heading 84.27,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01F,.,Of fork-lift trucks,,
,09A,.,Other,,
,,,"Parts suitable for use solely or principally with the, etc.continued",,
,,,Of machinery of heading 84.28:,,
8431.31,,,"Of lifts, skip hoists or escalators:",,
8431.31.01,00B,.,Of lifts specially designed for permanent installation in buildings,5 Free,
,,,,*See Below,
,,,,CA Free,
8431.31.09,00C,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
8431.39.00,,,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
,10K,.,Of pneumatic elevators and conveyors,,
,29L,.,Other,,
,,,"Of machinery of heading 84.26, 84.29 or 84.30:",,
8431.41.00,00K,.,"Buckets, shovels, grabs and grips",5 Free,
,,,,*See Below,
,,,,CA Free,
8431.42.00,00D,.,Bulldozer or angledozer blades,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
8431.43,,,Parts for boring or sinking machinery of subheading 8430.41 or,,
,,,8430.49:,,
8431.43.01,00E,.,Of rock boring machinery,Free Free,
8431.43.09,00F,.,Of well sinking and boring machinery,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,LDC Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
8431.43.19,00A,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
8431.49,,,Other:,,
8431.49.01,00B,.,Excavating parts other than those of subheading 8431.41,The rates applicable,
,,,,to the machinery for,
,,,,which the parts have,
,,,,been designed,
8431.49.05,00H,.,Of coal or rock cutters,Free Free,
8431.49.09,00C,.,Of scrapers,Free Free,
8431.49.11,,,Of mechanically propelled road rollers,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 5,
,,,,1/2025 5,
,01F,.,Of vibratory types,,
,09A,.,Other,,
8431.49.19,00J,.,Of machinery of heading 84.26,The rates applicable,
,,,,to the machinery for,
,,,,which the parts have,
,,,,been designed,
8431.49.29,,,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 4,
,,,,1/2025 3.7,
,01B,.,Of bulldozers or angledozers,,
,09H,.,Of road graders,,
,19E,.,Other,,
84.32,,,"Agricultural, horticultural or forestry machinery for soil preparation",,
,,,or cultivation; lawn or sports-ground rollers:,,
8432.10.00,00B,No.,Ploughs,Free,Free
,,,"Harrows, scarifiers, cultivators, weeders and hoes:",,
8432.21.00,00L,No.,Disc harrows,Free,Free
8432.29,,,Other:,,
8432.29.01,,,Other harrows; cultivators,Free,Free
,01A,No.,Other harrows,,
,,,Cultivators:,,
,11J,No.,Rotary hoes and rotary tillers,,
,29A,kg,Other,,
8432.29.09,00D,kg,Other,Free,Free
,,,"Seeders, planters and transplanters:",,
8432.31.00,,,"No-till direct seeders, planters and transplanters",Free,Free
,10A,No.,Seeders,,
,,,Other:,,
,15B,No.,Potato planters,,
,19E,No.,Other,,
8432.39.00,,,Other,Free,Free
,10H,No.,Seeders,,
,,,Other:,,
,15J,No.,Potato planters,,
,19A,No.,Other,,
,,,Manure spreaders and fertiliser distributors:,,
8432.41.00,00H,No.,Manure spreaders,Free,Free
8432.42.00,00B,No.,Fertiliser distributors,Free,Free
8432.8,,,Other machinery:,,
8432.80.01,10A,No.,Rollers,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8432.80.09,,,Other,Free,Free
,01C,No.,Stone-removing machines,,
,09J,No.,Other,,
8432.9,,,Parts:,,
,,,Of ploughs:,,
8432.90.01,00H,.,"Mouldboard plates, unbent; steel shareplates cut to pattern; skeith",,
,,,plates; plough beam forgings; discs for ploughs,Free,Free
8432.90.09,00J,.,Other,Free,Free
,,,Of harrows; of seeders; of manure or fertiliser spreaders or,,
,,,distributors; of rollers; of cultivators:,,
8432.90.12,00K,.,Cultivator tines (other than coil tines); cultivator points (tips),Free,Free
8432.90.15,,,Other,Free,Free
,01G,.,Of rotary hoes and rotary tillers,,
,09B,.,Discs for harrows,,
,11D,.,Of seeders,,
,19K,.,Of manure or fertiliser spreaders or distributors,,
,29G,.,Other,,
8432.90.19,,,Other,Free,Free
,01B,.,Of stone removing machines,,
,09H,.,Of potato planters,,
,19E,.,Other,,
84.33,,,"Harvesting or threshing machinery, including straw or fodder balers;",,
,,,"grass or hay mowers; machines for cleaning, sorting or grading eggs,",,
,,,"fruit or other agricultural produce, other than machinery of heading",,
,,,84.37:,,
,,,"Mowers for lawns, parks or sports-grounds:",,
8433.11.00,,,"Powered, with the cutting device rotating in a horizontal plane",5,Free
,,,,,*See Below
,,,,,CA Free
,01C,No.,With a blade size of 610 mm or greater,,
,09J,No.,Other,,
,,,"Harvesting or threshing machinery, including straw or, etc.continued",,
,,,"Mowers for lawns, parks or sports-groundscontinued",,
8433.19,,,Other:,,
8433.19.01,00H,No.,Manually operated,Free,Free
8433.19.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,With a blade size of 610 mm or greater:,,
,,,Reel:,,
,01G,No.,Without engines,,
,09B,No.,Other,,
,19K,No.,Other,,
,,,Other:,,
,,,Reel:,,
,21A,No.,Without engines,,
,29G,No.,Other,,
,39D,No.,Other,,
8433.2,,,"Other mowers, including cutter bars for tractor mounting:",,
8433.20.01,00L,No.,Oscillating cutter types,Free,Free
8433.20.09,,,Other,Free,Free
,01K,No.,Manually operated,,
,,,"Other, whether or not self-propelled:",,
,,,Reel:,,
,11G,No.,Without engines,,
,19B,No.,Other,,
,21D,No.,Rotary,,
,29K,No.,Other,,
8433.3,,,Other haymaking machinery:,,
8433.30.01,00D,No.,"Swath turners, side delivery rakes, tedders",Free,Free
8433.30.09,00E,No.,Other,Free,Free
8433.40.00,,,"Straw or fodder balers, including pick-up balers",Free,Free
,01K,No.,Pick-up types,,
,09E,No.,Other,,
,,,Other harvesting machinery; threshing machinery:,,
8433.51.00,00K,No.,Combine harvester-threshers,Free,Free
8433.52.00,00D,No.,Other threshing machinery,Free,Free
8433.53.00,00J,No.,Root or tuber harvesting machines,Free,Free
8433.59.00,00F,No.,Other,Free,Free
8433.6,,,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural",,
,,,produce:,,
8433.60.01,00E,.,Egg-graders,Free,Free
8433.60.09,,,Other,5,Free
,,,,,*See Below
,,,,,LDC 4
,01D,.,Fruit-graders,,
,09K,.,Grading machines for other produce,,
,19G,.,Other,,
8433.9,,,Parts:,,
,,,"Of mowers for lawns, parks or sports-grounds:",,
8433.90.02,00B,.,Of manually operated machines,Free,Free
8433.90.05,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01K,.,Reel,,
,11G,.,Rotary,,
,19B,.,Other,,
,,,Of other mowers:,,
8433.90.07,00D,.,Of oscillating cutter types,Free,Free
,,,"Harvesting or threshing machinery, including straw or, etc.continued",,
,,,Partscontinued,,
,,,Of other mowerscontinued,,
8433.90.08,,,Other,Free,Free
,01J,.,Of manually operated machines,,
,,,"Other, whether or not self-propelled:",,
,11F,.,Reel,,
,21C,.,Rotary,,
,29J,.,Other,,
,,,Of other haymaking machinery:,,
8433.90.12,00H,.,"Of swath turners, side delivery rakes, tedders",Free,Free
8433.90.15,00G,.,Other,Free,Free
,,,Of harvesting and threshing machinery:,,
8433.90.16,,,"Of straw or fodder balers, including pick-up balers; of combine",,
,,,harvester-threshers; of other threshing machinery,Free,Free
,,,"Of straw or fodder balers, including pick-up balers:",,
,01A,.,Pick-up types,,
,09G,.,Other,,
,11J,.,Of combine harvester-threshers,,
,19D,.,Of other threshing machinery,,
8433.90.18,,,Of other harvesting machinery,Free,Free
,01D,.,Of root or tuber harvesting machines,,
,11A,.,Of forage harvesters,,
,19G,.,Other,,
8433.90.21,00G,.,Of egg-graders,Free,Free
8433.90.29,,,Other,5,Free
,,,,,*See Below
,,,,,LDC 4
,01F,.,Of fruit-graders,,
,09A,.,Of grading machines for other produce,,
,19J,.,Other,,
84.34,,,Milking machines and dairy machinery:,,
8434.10.00,00J,No.,Milking machines,Free,Free
8434.20.00,00B,No.,Dairy machinery,Free,Free
8434.90.00,,,Parts,Free,Free
,01F,.,Milking machines,,
,09A,.,Other,,
84.35,,,"Presses, crushers and similar machinery used in the manufacture of",,
,,,"wine, cider, fruit juices or similar beverages:",,
8435.10.00,00G,.,Machinery,Free,Free
8435.90.00,00F,.,Parts,Free,Free
84.36,,,"Other agricultural, horticultural, forestry, poultry-keeping or",,
,,,"bee-keeping machinery, including germination plant fitted with",,
,,,mechanical or thermal equipment; poultry incubators and brooders:,,
8436.10.00,00E,.,Machinery for preparing animal feeding stuffs,Free,Free
,,,Poultry-keeping machinery; poultry incubators and brooders:,,
8436.21.00,00C,No.,Poultry incubators and brooders,Free,Free
8436.29.00,00K,.,Other,Free,Free
8436.8,,,Other machinery:,,
8436.80.01,00G,No.,Mechanical clippers for animals,Free,Free
8436.80.09,00H,No.,Weed and scrub-cutting mowers,Free,Free
8436.80.19,,,Other,Free,Free
,01A,No.,Mulching or shredding machines,,
,09G,No.,"Grain storage bins and silos, including grain handling and storage",,
,,,equipment,,
,19D,No.,Other,,
,,,Parts:,,
8436.91.00,00J,.,Of poultry-keeping machinery or poultry incubators and brooders,Free,Free
8436.99,,,Other:,,
8436.99.01,00A,.,Of mechanical clippers for animals,Free,Free
8436.99.09,00B,.,Of weed- and scrub-cutting mowers,Free,Free
,,,"Other agricultural, horticultural, forestry, etc.continued",,
,,,Partscontinued,,
,,,Othercontinued,,
8436.99.19,,,Other,Free,Free
,01F,.,Of mulching or shredding machines,,
,09A,.,"Of grain storage bins and silos, including grain handling and",,
,,,storage equipment,,
,19J,.,Other,,
84.37,,,"Machines for cleaning, sorting or grading seed, grain or dried",,
,,,leguminous vegetables; machinery used in the milling industry or,,
,,,"for the working of cereals or dried leguminous vegetables, other than",,
,,,farm-type machinery:,,
8437.1,,,"Machines for cleaning, sorting or grading seed, grain or dried",,
,,,leguminous vegetables:,,
8437.10.01,00K,.,"Cereal grain cleaners, not having a sorting or grading facility",Free,Free
8437.10.09,00L,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8437.80.00,00J,.,Other machinery,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
8437.9,,,Parts:,,
8437.90.01,00J,.,"Of cereal grain cleaners, not having a sorting or grading facility",Free,Free
8437.90.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01H,.,Of machines of item No8437.10.09,,
,09C,.,Other,,
84.38,,,"Machinery, not specified or included elsewhere in this Chapter, for the",,
,,,"industrial preparation or manufacture of food or drink, other than",,
,,,machinery for the extraction or preparation of animal or fixed,,
,,,vegetable or microbial fats or oils:,,
8438.10.00,00A,kg,"Bakery machinery and machinery for the manufacture of macaroni,",,
,,,spaghetti or similar products,Free,Free
8438.20.00,00E,kg,"Machinery for the manufacture of confectionery, cocoa or chocolate",Free,Free
8438.30.00,00J,kg,Machinery for sugar manufacture,Free,Free
8438.40.00,00B,kg,Brewery machinery,Free,Free
8438.50.00,00F,kg,Machinery for the preparation of meat or poultry,Free,Free
8438.60.00,00K,kg,"Machinery for the preparation of fruits, nuts or vegetables",Free,Free
8438.8,,,Other machinery:,,
8438.80.01,00C,.,Mechanical appliances for acetification; coffee bean husking or hulling,,
,,,"machines (cylinder, disc or blade types); orange oil extracting machines",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8438.80.09,,,Other,Free,Free
,10A,.,"Food mixing, power-operated",,
,15B,kg,Other,,
8438.9,,,Parts:,,
8438.90.01,00G,.,Of mechanical appliances for acetification; of coffee bean husking or,,
,,,"hulling machines (cylinder, disc or blade types); of orange oil",,
,,,extracting machines,5,Free
,,,,,*See Below
,,,,,CA Free
8438.90.09,00H,.,Other,Free,Free
84.39,,,Machinery for making pulp of fibrous cellulosic material or for,,
,,,making or finishing paper or paperboard:,,
8439.1,,,Machinery for making pulp of fibrous cellulosic material:,,
8439.10.01,00F,kg,Wood chipping machines and screening units,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8439.10.09,00G,kg,Other,Free,Free
8439.20.00,00C,kg,Machinery for making paper or paperboard,Free,Free
8439.30.00,10D,kg,Machinery for finishing paper or paperboard,Free,Free
,,,Parts:,,
8439.91,,,Of machinery for making pulp of fibrous cellulosic material:,,
8439.91.01,00K,.,Of wood chipping machines and screening units,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8439.91.09,00L,.,Other,Free,Free
8439.99.00,00K,.,Other,Free,Free
84.4,,,"Book-binding machinery, including book-sewing machines:",,
8440.10.00,00C,kg,Machinery,Free,Free
8440.90.00,00B,.,Parts,Free,Free
84.41,,,"Other machinery for making up paper pulp, paper or paperboard,",,
,,,including cutting machines of all kinds:,,
8441.1,,,Cutting machines:,,
8441.10.01,00H,No.,Guillotines; paper shredding machines,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8441.10.09,00J,No.,Other,Free,Free
8441.20.00,00E,kg,"Machines for making bags, sacks or envelopes",Free,Free
8441.30.00,00J,kg,"Machines for making cartons, boxes, cases, tubes, drums or similar",,
,,,"containers, other than by moulding",Free,Free
8441.40.00,00B,kg,"Machines for moulding articles in paper pulp, paper or paperboard",Free,Free
8441.80.00,10D,kg,Other machinery,Free,Free
8441.90.00,10H,.,Parts,Free,Free
84.42,,,"Machinery, apparatus and equipment (other than the machines of",,
,,,"headings 84.56 to 84.65) for preparing or making plates, cylinders",,
,,,"or other printing components; plates, cylinders and other printing",,
,,,"components; plates, cylinders and lithographic stones, prepared for",,
,,,"printing purposes (for example, planed, grained or polished):",,
8442.30.00,,,"Machinery, apparatus and equipment",Free,Free
,10D,kg,"Machinery for preparing or working printing blocks, plates or cylinders",,
,13J,kg,Phototype-setting and composing machines,,
,15E,kg,"Machinery, apparatus and equipment for type-setting or composing by",,
,,,"other processes, with or without founding device",,
,19H,kg,Other,,
8442.40.00,00L,.,"Parts of the foregoing machinery, apparatus or equipment",Free,Free
8442.5,,,"Plates, cylinders and other printing components; plates, cylinders and",,
,,,"lithographic stones, prepared for printing purposes (for example, planed,",,
,,,grained or polished):,,
8442.50.20,00E,kg,"Engraved or etched blocks, plates and cylinders for printing",,
,,,"repetitive designs, repetitive words or overall colour",Free,Free
8442.50.90,,,Other,Free,Free
,10L,kg,Printing type,,
,15A,kg,Lithographic plates,,
,19D,kg,Other,,
84.43,,,"Printing machinery used for printing by means of plates, cylinders",,
,,,"and other printing components of heading 84.42; other printers,",,
,,,"copying machines and facsimile machines, whether or not combined;",,
,,,parts and accessories thereof:,,
,,,"Printing machinery used for printing by means of plates, cylinders and",,
,,,other printing components of heading 84.42:,,
8443.11,,,"Offset printing machinery, reel-fed:",,
8443.11.01,10F,kg,"Machines for printing a repetitive design, repetitive words or overall",,
,,,"colour on textiles, leather, wallpaper, wrapping paper, linoleum or",,
,,,other materials,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 4
,,,,,1/2025 3.7
8443.11.09,10G,kg,Other,Free,Free
8443.12.00,10D,kg,"Offset printing machinery, sheet-fed, office type (using sheets with one",,
,,,side not exceeding 22 cm and the other side not exceeding 36 cm in,,
,,,the unfolded state),Free,Free
8443.13,,,Other offset printing machinery:,,
8443.13.01,00H,kg,"Machines for printing a repetitive design, repetative words or overall",,
,,,"colour on textiles, leather, wallpaper, wrapping paper, linoleum or",,
,,,other materials,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 5
,,,,,1/2025 5
8443.13.09,00J,kg,Other,Free,Free
8443.14,,,"Letterpress printing machinery, reel fed, excluding flexographic",,
,,,printing:,,
8443.14.01,00B,kg,"Machines for printing a repetitive design, repetative words or overall",,
,,,"colour on textiles, leather, wallpaper, wrapping paper, linoleum or",,
,,,other materials,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 4
,,,,,1/2025 3.7
8443.14.09,00C,kg,Other,Free,Free
8443.15,,,"Letterpress printing machinery, other than reel fed, excluding",,
,,,flexographic printing:,,
8443.15.01,00G,kg,"Machines for printing a repetitive design, repetative words or overall",,
,,,"colour on textiles, leather, wallpaper, wrapping paper, linoleum or",,
,,,other materials,5,Free
,,,,,*See Below
,,,,,CA 1
8443.15.09,00H,kg,Other,Free,Free
8443.16,,,Flexographic printing machinery:,,
8443.16.01,00A,kg,"Machines for printing a repetitive design, repetative words or overall",,
,,,"colour on textiles, leather, wallpaper, wrapping paper, linoleum or",,
,,,other materials,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 4
,,,,,1/2025 3.7
8443.16.09,00B,kg,Other,Free,Free
8443.17.00,00K,kg,Gravure printing machinery,Free,Free
8443.19,,,Other:,,
8443.19.01,10B,.,"Machines for printing a repetitive design, repetative words or overall",,
,,,"colour on textiles, leather, wallpaper, wrapping paper, linoleum or",,
,,,other materials,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
8443.19.09,10C,kg,Other,Free,Free
,,,"Printing machinery used for printing by means of, etc.continued",,
,,,"Other printers, copying machines and facsimile machines, whether or",,
,,,not combined:,,
8443.31,,,"Machines which perform two or more of the functions of printing,",,
,,,"copying or facsimile transmission, capable of connecting to an",,
,,,automatic data processing machine or to a network:,,
8443.31.10,00E,.,Industrial ink-jet printing machines able to perform two or more,,
,,,"of the functions of printing, copying or facsimile transmission",Free,Free
8443.31.15,00G,No.,Other,Free,Free
8443.32,,,"Other, capable of connecting to an automatic data processing machine",,
,,,or to a network:,,
8443.32.10,,,Industrial ink-jet printing machines,Free,Free
,,,Containing hydrofluorocarbons:,,
,10G,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,15H,No.,Other,,
,19L,.,Other,,
8443.32.15,,,Other printers,Free,Free
,10J,No.,Dot matrix,,
,13C,No.,Ink-jet,,
,15K,No.,Laser,,
,19B,No.,Other,,
8443.32.19,,,Facsimile machines,Free,Free
,10D,No.,Plain paper recording,,
,19H,No.,Thermal recording,,
8443.32.29,,,Electrostatic photocopying apparatus,Free,Free
,10K,No.,Operating by reproducing the original image directly onto the copy,,
,,,(direct process),,
,19C,No.,Operating by reproducing the original image via an intermediate,,
,,,onto the copy (indirect process),,
8443.32.39,10E,.,Teleprinters,Free,Free
8443.39,,,Other:,,
8443.39.10,00A,.,Industrial ink-jet printing machines,Free,Free
,,,Photocopying apparatus incorporating an optical system or of the,,
,,,"contact type, and thermo-copying apparatus:",,
8443.39.15,,,Electrostatic photocopying apparatus,Free,Free
,10L,No.,Operating by reproducing the original image directly onto the,,
,,,copy (direct process),,
,19D,No.,Operating by reproducing the original image via an intermediate,,
,,,onto the copy (indirect process),,
,,,Other photocopying apparatus:,,
8443.39.19,00J,No.,Incorporating an optical system,Free,Free
8443.39.27,00A,No.,Of the contact type,Free,Free
8443.39.29,00D,No.,Thermo-copying apparatus,Free,Free
8443.39.39,10G,.,Other,Free,Free
,,,Parts and accessories:,,
8443.91,,,Parts and accessories of printing machinery used for printing by means,,
,,,"of plates, cylinders and other printing components of heading 84.42:",,
8443.91.01,00H,kg,Machines for uses ancillary to printing,Free,Free
8443.91.15,00J,.,"Of machines for printing repetitive design, repetitive words or",,
,,,"overall colour on textiles, leather, wallpaper, wrapping paper,",,
,,,linoleum or other materials,Free,Free
8443.91.19,00D,.,Other,Free,Free
8443.99,,,Other:,,
8443.99.01,00D,kg,Machines for uses ancillary to printing,Free,Free
8443.99.15,00E,.,"Of machines for printing repetitive design, repetitive words or",,
,,,"overall colour on textiles, leather, wallpaper, wrapping paper,",,
,,,linoleum or other materials,Free,Free
,,,"Printing machinery used for printing by means of, etc.continued",,
,,,Parts and accessoriescontinued,,
,,,Othercontinued,,
8443.99.19,,,Other,Free,Free
,10H,.,Of machines capable of connecting to an automatic data processing,,
,,,machine or to a network,,
,,,Of teleprinters; of facsimile transmission apparatus:,,
,13B,.,Of teleprinters,,
,15J,.,Of facsimile transmission apparatus,,
,,,Of photocopying apparatus incorporating an optical system or of,,
,,,"the contact type, and thermo-copying apparatus:",,
,,,Automatic document feeders:,,
,17E,.,For electrostatic photocopying apparatus,,
,19A,.,For photocopying apparatus incorporating an optical system,,
,21C,.,For thermo-copying apparatus,,
,23K,.,Other,,
,,,Paper feeders:,,
,25F,.,For electrostatic photocopying apparatus,,
,27B,.,For photocopying apparatus incorporating an optical system,,
,29J,.,For thermo-copying apparatus,,
,31L,.,Other,,
,,,Sorters:,,
,33G,.,For electrostatic photocopying apparatus,,
,35C,.,For photocopying apparatus incorporating an optical system,,
,37K,.,For thermo-copying apparatus,,
,39F,.,Other,,
,,,Other:,,
,41H,.,For electrostatic photocopying apparatus,,
,43D,.,For photocopying apparatus incorporating an optical system,,
,45L,.,For thermo-copying apparatus,,
,47G,.,Other,,
,49C,.,Other,,
84.44,,,,,
8444.00.00,00B,kg,"Machines for extruding, drawing, texturing or cutting man-made",,
,,,textile materials,Free,Free
84.45,,,"Machines for preparing textile fibres; spinning, doubling or twisting",,
,,,machines and other machinery for producing textile yarns; textile,,
,,,reeling or winding (including weft-winding) machines and machines,,
,,,for preparing textile yarns for use on the machines of heading 84.46,,
,,,or 84.47:,,
,,,Machines for preparing textile fibres:,,
8445.11.00,00J,kg,Carding machines,Free,Free
8445.12.00,00C,kg,Combing machines,Free,Free
8445.13.00,00H,kg,Drawing or roving machines,Free,Free
8445.19,,,Other:,,
8445.19.01,00A,kg,Wool-scouring machines,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8445.19.09,00B,kg,Other,Free,Free
8445.20.00,00H,kg,Textile spinning machines,Free,Free
8445.30.00,00A,kg,Textile doubling or twisting machines,Free,Free
8445.40.00,00E,kg,Textile winding (including weft-winding) or reeling machines,Free,Free
8445.90.00,,,Other,Free,Free
