Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,,,,,1/2025 5
66.03,,,"Parts, trimmings and accessories of articles of heading 66.01 or 66.02:",,
6603.20.00,00D,.," Umbrella frames, including frames mounted on",,
,,,shafts (sticks),Free,Free
6603.90.00,,, Other,Free,Free
,10G,.,  Handles and knobs,,
,19L,.,  Other,,
67.01,,,,,
6701.00.00,00G,.,"Skins and other parts of birds with their feathers or down, feathers,",,
,,,"parts of feathers, down and articles thereof (other than goods of",,
,,,heading 05.05 and worked quills and scapes),5,Free
,,,,,*See Below
,,,,,CA 1.5
,,,,,RCEP 3.5
,,,,,1/2025 3
67.02,,,"Artificial flowers, foliage and fruit and parts thereof; articles made",,
,,,"of artificial flowers, foliage or fruit:",,
6702.10.00,00J,., Of plastics,Free,Free
6702.90.00,00H,., Of other materials,Free,Free
67.03,,,,,
6703.00.00,00C,.,"Human hair, dressed, thinned, bleached or otherwise worked; wool",,
,,,"or other animal hair or other textile materials, prepared for use in",,
,,,making wigs or the like,Free,Free
67.04,,,"Wigs, false beards, eyebrows and eyelashes, switches and the like,",,
,,,of human or animal hair or of textile materials; articles of human,,
,,,hair not elsewhere specified or included:,,
,,, Of synthetic textile materials:,,
6704.11.00,00K,.,  Complete wigs,5,Free
,,,,,*See Below
,,,,,CA 1.5
,,,,,CPT Free
,,,,,RCEP 4
,,,,,1/2025 3.7
6704.19.00,00F,.,  Other,5,Free
,,,,,*See Below
,,,,,CA 1.5
,,,,,RCEP 3.5
,,,,,1/2025 3
6704.20.00,00J,., Of human hair,5,Free
,,,,,*See Below
,,,,,CA 1.5
,,,,,RCEP 3.5
,,,,,1/2025 3
6704.90.00,00D,., Of other materials,5,Free
,,,,,*See Below
,,,,,CA 1.5
,,,,,RCEP 3.5
,,,,,1/2025 3
