Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,11A,No.,Bats,,
,18J,No.,Other,,
,,,"Tennis, badminton or similar rackets, whether or not strung:",,
9506.51.00,00D,No.,"Lawn-tennis rackets, whether or not strung",5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
9506.59.00,,,Other,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Rackets for:,,
,01J,No.,Badminton,,
,11F,No.,Squash,,
,19A,.,Other,,
,,,"Balls, other than golf balls and table-tennis balls:",,
9506.61.00,00H,No.,Lawn-tennis balls,Free,Free
,,,"Articles and equipment for general physical, etc.continued",,
,,,"Balls, other than golf balls and table-tennis ballscontinued",,
9506.62.00,,,Inflatable,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 5
,,,,,1/2025 5
,,,Balls (not including bladders therefore imported separately) for:,,
,02J,No.,Association football (soccer),,
,09F,No.,Basketball,,
,18E,No.,Netball,,
,21E,No.,Rugby union and rugby league,,
,25H,No.,Volleyball,,
,29L,.,Other,,
,39H,.,Bladders for inflatable balls,,
9506.69,,,Other:,,
9506.69.01,,,"Balls for croquet, hockey, polo, softball, baseball and squash",Free,Free
,,,Balls for:,,
,01J,.,Hockey,,
,09D,.,Softball,,
,11F,.,Squash,,
,19A,.,Other,,
9506.69.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
,01K,No.,For cricket,,
,09E,.,Other,,
9506.70.00,,,"Ice skates and roller skates, including skating boots with skates attached",5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Ice skates:,,
,01E,pr,Fitted with boots,,
,09L,pr,Other,,
,,,Roller skates:,,
,,,In-line roller skates:,,
,12L,pr,Fitted with boots,,
,14G,pr,Other,,
,,,Other:,,
,16C,pr,Fitted with boots,,
,18K,pr,Other,,
,,,Other:,,
9506.91.00,,,"–Articles and equipment for general physical exercise, gymnastics or",,
,,,athletics,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 4
,,,,,1/2025 3.7
,01G,.,Bar-bells; chest expanders; dumb-bells; Indian clubs; punch bags;,,
,,,punch balls; rowing exercise apparatus; spring-boards; starting,,
,,,blocks; vaulting horses; wall-bars,,
,09B,.,Discus; javelins; putting shots; throwing hammers; vaulting poles,,
,19K,.,Other,,
9506.99,,,Other:,,
9506.99.01,00A,No.,Ice axes,Free,Free
9506.99.09,,,Cricket pads and shin-guards and parts thereof,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01L,pr,Cricket pads,,
,09F,pr,Shin-guards,,
,19C,.,Parts,,
,,,"Articles and equipment for general physical, etc.continued",,
,,,Othercontinued,,
,,,Othercontinued,,
9506.99.19,,,Other,5 Free,
,,,,*See Below,
,,,,CA 1,
,,,,RCEP 5,
,,,,1/2025 5,
,01F,.,"Lawn bowls, including jacks of a kind used therewith",,
,09A,.,"Baseball bats, softball bats",,
,11C,.,Cricket bats,,
,19J,No.,"Bobsleighs, toboggans",,
,22J,No.,Skateboards,,
,,,"Tennis, football and other nets:",,
,24E,No.,Tennis nets,,
,26A,No.,Football nets,,
,28H,No.,Other,,
,29F,.,Clay birds and clay targets,,
,31H,.,"Bows, arrows and targets for archery",,
,33D,.,Clay pigeon projectors; croquet mallets; polo mallets; quoits;,,
,,,racquet presses; skittles,,
,,,Shuttlecocks:,,
,35L,No.,Feather,,
,37G,No.,Other,,
,41E,.,Fencing weaponry including parts,,
,49L,.,Hockey sticks and parts thereof,,
,51B,.,"Grass skis; face masks, chest, limb, abdomen and similar protectors",,
,59H,.,"Tennis, cricket and similar ball throwing appliances",,
,71G,No.,Snowboards,,
,75K,pr,Snowboard bindings,,
,79B,.,Other,,
95.07,,,"Fishing rods, fish-hooks and other line fishing tackle; fish landing nets,",,
,,,butterfly nets and similar nets; decoy “birds” (other than those of,,
,,,heading 92.08 or 97.05) and similar hunting or shooting requisites:,,
9507.10.00,,,Fishing rods,5 Free,
,,,,*See Below,
,,,,CA 1,
,,,,RCEP 3.5,
,,,,1/2025 3,
,01A,.,Fishing rods of man-made fibres agglomerated with plastics,,
,09G,.,Other,,
9507.2,,,"Fish-hooks, whether or not snelled:",,
9507.20.01,00C,Hd,"Fish-hooks, unmounted and without attachments",Free Free,
9507.20.09,00D,.,Other,5 Free,
,,,,*See Below,
,,,,CA 1,
,,,,RCEP 3.5,
,,,,1/2025 3,
9507.30.00,00L,.,Fishing reels,Free Free,
9507.9,,,Other:,,
9507.90.01,00J,.,Decoy birds,Free Free,
9507.90.09,,,Other,5 Free,
,,,,*See Below,
,,,,CA 1,
,,,,RCEP 3.5,
,,,,1/2025 3,
,02F,No.,Fishing landing nets,,
,04B,No.,Butterfly nets,,
,09C,.,Other,,
95.08,,,Travelling circuses and travelling menageries; amusement park rides,,
,,,"and water park amusements; fairground amusements, including",,
,,,shooting galleries; travelling theatres:,,
9508.10.00,00A,.,Travelling circuses and travelling menageries,The rate applicable,
,,,,to the separate,
,,,,components,
,,,Amusement park rides and water park amusements:,,
9508.21.00,00K,.,Roller coasters,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
,,,"Travelling circuses and travelling menageries, etc.continued",,
,,,Amusement park rides and water park amusementscontinued,,
9508.22.00,00D,.,"Carousels, swings and roundabouts",5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9508.23.00,00J,.,Dodge’em cars,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9508.24.00,00C,.,Motion simulators and moving theatres,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9508.25.00,00H,.,Water rides,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9508.26.00,00B,.,Water park amusements,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9508.29.00,00F,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9508.30.00,00J,.,Fairground amusements,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9508.40.00,00B,.,Travelling theatres,The rate applicable,
,,,,to the separate,
,,,,components,
96.01,,,"Worked ivory, bone, tortoise-shell, horn, antlers, coral,",,
,,,"mother-of-pearl and other animal carving material, and articles of",,
,,,these materials (including articles obtained by moulding):,,
9601.10.00,00L,.,Worked ivory and articles of ivory,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
9601.90.00,00K,.,Other,5,Free
,,,,,*See Below
,,,,,CA 1
96.02,,,,,
9602,,,Worked vegetable or mineral carving material and articles of these,,
,,,"materials; moulded or carved articles of wax, of stearin, of natural",,
,,,"gums or natural resins or of modelling pastes, and other moulded or",,
,,,"carved articles, not elsewhere specified or included; worked,",,
,,,unhardened gelatin (except gelatin of heading 35.03) and articles of,,
,,,unhardened gelatin:,,
9602.00.01,00A,.,"Imitation flowers, foliage, fruit and sweets; busts, heads, figures,",,
,,,statuettes; imitation pearls,5,Free
,,,,,*See Below
,,,,,CA 1
9602.00.09,,,Other,Free,Free
,01L,.,Gelatin capsules,,
,09F,.,Other,,
96.03,,,"Brooms, brushes (including brushes constituting parts of machines,",,
,,,"appliances or vehicles), hand-operated mechanical floor sweepers, not",,
,,,"motorised, mops and feather dusters; prepared knots and tufts for",,
,,,broom or brush making; paint pads and rollers; squeegees (other than,,
,,,roller squeegees):,,
9603.10.00,00G,.,"Brooms and brushes, consisting of twigs or other vegetable materials",,
,,,"bound together, with or without handles",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,,,"Tooth brushes, shaving brushes, hair brushes, nail brushes, eyelash",,
,,,"brushes and other toilet brushes for use on the person, including such",,
,,,brushes constituting parts of appliances:,,
9603.21.00,00E,No.,"Tooth brushes, including dental-plate brushes",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9603.29,,,Other:,,
9603.29.01,00H,No.,Nail brushes,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
9603.29.09,,,Hair brushes,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01G,No.,Containing animal hair or bristle,,
,09B,No.,Other,,
9603.29.19,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01B,.,Containing animal hair or bristle,,
,09H,.,Other,,
,,,"Brooms, brushes (including brushes constituting, etc.continued",,
9603.30.00,,,"Artists’ brushes, writing brushes and similar brushes for the application",,
,,,of cosmetics,5,Free
,,,,,*See Below
,,,,,CA Free
,01B,No.,Artists’ brushes,,
,11K,No.,Writing brushes,,
,,,Other:,,
,21G,No.,Containing animal hair or bristle,,
,29B,.,Other,,
9603.40.00,,,"Paint, distemper, varnish or similar brushes (other than brushes of",,
,,,subheading 9603.30); paint pads and rollers,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Paint brushes:,,
,03B,No.,Hog bristle,,
,04L,No.,Synthetic filament,,
,05J,No.,Combination hog bristle and synthetic filament,,
,08C,No.,Other,,
,11C,No.,"Distemper, varnish or similar brushes",,
,19J,No.,Paint pads and rollers,,
9603.50.00,,,"Other brushes constituting parts of machines, appliances or vehicles",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01K,No.,Dental lathe brushes,,
,09E,.,Other,,
9603.9,,,Other:,,
9603.90.01,00B,No.,Brushes and mops for cleaning firearms,Free,Free
9603.90.09,,,"Hand-operated mechanical floor sweepers, not motorised",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01A,No.,Floor sweepers,,
,09G,.,Parts,,
9603.90.11,00H,.,Pipe cleaners,Free,Free
9603.90.19,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01G,.,Feather dusters,,
,09B,.,Other,,
96.04,,,,,
9604,,,Hand sieves and hand riddles:,,
9604.00.01,00H,No.,Hair sieves; laboratory sieves,Free,Free
9604.00.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,01G,No.,Wholly or principally of wire,,
,09B,No.,Other,,
96.05,,,,,
9605.00.00,00K,.,"Travel sets for personal toilet, sewing or shoe or clothes cleaning",5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
96.06,,,"Buttons, press-fasteners, snap-fasteners and press-studs, button",,
,,,moulds and other parts of these articles; button blanks:,,
9606.10.00,00A,.,"Press-fasteners, snap-fasteners and press-studs and parts therefor",Free,Free
,,,Buttons:,,
9606.21.00,00K,Hd,"Of plastics, not covered with textile material",5,Free
,,,,,*See Below
,,,,,RCEP 3.5
,,,,,1/2025 3
9606.22.00,00D,Hd,"Of base metal, not covered with textile material",Free,Free
9606.29,,,Other:,,
9606.29.01,00B,Hd,Of wood or leather,Free,Free
9606.29.09,00C,Hd,Other,5,Free
,,,,,*See Below
9606.3,,,Button moulds and other parts of buttons; button blanks:,,
,,,Button moulds and other parts of buttons:,,
9606.30.01,00E,Hd,Button moulds,Free,Free
,,,Parts of buttons:,,
9606.30.11,,,"Metal, wood or leather",Free,Free
,01J,Hd,Metal,,
,09D,Hd,Other,,
9606.30.19,,,Other,5,Free
,,,,,*See Below
,,,,,RCEP 5
,,,,,1/2025 5
,01K,Hd,Of plastics,,
,09E,Hd,Other,,
,,,Button blanks:,,
9606.30.31,00A,Hd,Blanks for button moulds,Free,Free
,,,Other blanks:,,
9606.30.41,,,"Metal, wood or leather",Free,Free
,01E,Hd,Metal,,
,09L,Hd,Other,,
9606.30.49,,,Other,5,Free
,,,,,*See Below
,01F,Hd,Of plastics,,
,09A,Hd,Other,,
96.07,,,Slide fasteners and parts thereof:,,
,,,Slide fasteners:,,
9607.11.00,00D,Hd,Fitted with chain scoops of base metal,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
9607.19.00,00L,Hd,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9607.20.00,00C,.,Parts,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
96.08,,,Ball point pens; felt tipped and other porous-tipped pens and,,
,,,"markers; fountain pens, stylograph pens and other pens; duplicating",,
,,,"stylos; propelling or sliding pencils; pen-holders, pencil-holders and",,
,,,similar holders; parts (including caps and clips) of the foregoing,,
,,,"articles, other than those of heading 96.09:",,
9608.10.02,00L,No.,Ball point pens,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,,,"Ball point pens; felt tipped and other porous-tipped, etc.continued",,
9608.20.02,00D,No.,Felt tipped and other porous-tipped pens and markers,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
9608.3,,,"Fountain pens, stylograph pens and other pens:",,
9608.30.10,00L,No.,Indian ink drawing pens,Free,Free
9608.30.20,00F,No.,Fountain pens,Free,Free
9608.30.90,00D,No.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
9608.40.00,00J,No.,Propelling or sliding pencils,Free,Free
9608.50.00,00B,No.,Sets of articles from two or more of the foregoing subheadings,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
9608.60.00,00F,No.,"Refills for ball point pens, comprising the ball point and ink-reservoir",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 5
,,,,,1/2025 5
,,,Other:,,
9608.91.00,,,Pen nibs and nib points,Free,Free
,01K,No.,Fountain pen nibs,,
,09E,.,Other,,
9608.99,,,Other:,,
9608.99.01,00D,No.,"Duplicating stylos; pen-holders, pencil-holders, and similar holders",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Parts of the foregoing articles:,,
9608.99.11,00K,.,"Refills and writing cartridges, other than ball point refills",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
9608.99.19,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01J,.,Of ball point pens,,
,09D,.,Other,,
96.09,,,"Pencils (other than pencils of heading 96.08), crayons, pencil leads,",,
,,,"pastels, drawing charcoals, writing or drawing chalks and tailors’",,
,,,chalks:,,
9609.1,,,"Pencils and crayons, with leads encased in a sheath:",,
9609.10.01,00B,Hd,Pencils,Free,Free
9609.10.09,,,Crayons,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,10L,No.,Of a type suitable for use by children,,
,19D,.,Other,,
9609.20.00,00K,Hd,"Pencil leads, black or coloured",Free,Free
9609.9,,,Other:,,
9609.90.01,00A,.,Drawing charcoals,Free,Free
,,,"Pencils (other than pencils of heading 96.08), crayons, etc.continued",,
,,,Othercontinued,,
,,,Writing and drawing chalks:,,
9609.90.11,00G,.,School chalks,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9609.90.19,00H,.,Other,Free,Free
9609.90.21,00B,No.,Tailors’ chalks,Free,Free
,,,Crayons and pastels:,,
9609.90.31,00H,.,Sheep-marking,Free,Free
9609.90.39,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Crayons:,,
,10F,No.,Of a type suitable for use by children,,
,19K,No.,Other,,
,29G,No.,Other,,
9609.90.49,00D,No.,Other,Free,Free
96.1,,,,,
9610.00.00,00F,.,"Slates and boards, with writing or drawing surfaces, whether or not",,
,,,framed,Free,Free
96.11,,,,,
9611.00.00,,,"Date, sealing or numbering stamps, and the like (including devices for",,
,,,"printing or embossing labels), designed for operating in the hand;",,
,,,hand-operated composing sticks and hand printing sets incorporating,,
,,,such composing sticks,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01B,.,"Date, sealing or numbering stamps and the like (including devices for",,
,,,"printing or embossing labels), self-inking",,
,09H,.,Printing and numbering devices having movable bands for changing the,,
,,,printing or numbering characters,,
,19E,.,Other,,
96.12,,,"Typewriter or similar ribbons, inked or otherwise prepared for giving",,
,,,"impressions, whether or not on spools or in cartridges; ink-pads,",,
,,,"whether or not inked, with or without boxes:",,
9612.10.00,00F,Hd,Ribbons,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
9612.20.00,00K,Hd,Ink-pads,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
96.13,,,"Cigarette lighters and other lighters, whether or not mechanical or",,
,,,"electrical, and parts thereof other than flints and wicks:",,
9613.10.00,00D,No.,"Pocket lighters, gas fuelled, non-refillable",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9613.20.00,00H,No.,"Pocket lighters, gas fuelled, refillable",5,Free
,,,,,*See Below
,,,,,CA Free
9613.8,,,Other lighters:,,
9613.80.11,00A,No.,Table lighters,5,Free
,,,,,*See Below
,,,,,CA Free
,,,"Cigarette lighters and other lighters, whether or, etc.continued",,
,,,Other lighterscontinued,,
9613.80.19,,,Other,Free,Free
,11H,No.,Refillable cigarette lighters,,
,19C,.,Other,,
9613.90.00,00C,.,Parts,5,Free
,,,,,*See Below
,,,,,CA 2
96.14,,,,,
9614.00.00,,,"Smoking pipes (including pipe bowls) and cigar or cigarette holders,",,
,,,and parts thereof,Free,Free
,,,Pipes and pipe bowls:,,
,10F,.,"Roughly shaped blocks of wood or root, for the manufacture of pipes",,
,15G,.,Other,,
,19K,.,Other,,
96.15,,,"Combs, hair-slides and the like; hairpins, curling pins, curling grips,",,
,,,"hair-curlers and the like, other than those of heading 85.16, and parts",,
,,,thereof:,,
,,,"Combs, hair-slides and the like:",,
9615.11.00,,,Of hard rubber or plastics,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
,01C,Hd,Combs,,
,09J,Hd,Other,,
9615.19.00,,,Other,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
,01K,Hd,Combs,,
,09E,Hd,Other,,
9615.9,,,Other:,,
9615.90.01,00F,.,Of plastics,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9615.90.09,,,Other,Free,Free
,01E,.,Curling grips,,
,09L,.,Other,,
96.16,,,"Scent sprays and similar toilet sprays, and mounts and heads therefor;",,
,,,powder-puffs and pads for the application of cosmetics or toilet,,
,,,preparations:,,
9616.10.00,00J,.,"Scent sprays and similar toilet sprays, and mounts and heads therefor",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
9616.20.00,00B,Hd,Powder-puffs and pads for the application of cosmetics or toilet,,
,,,preparations,5,Free
,,,,,*See Below
,,,,,CA Free
96.17,,,,,
9617,,,"Vacuum flasks and other vacuum vessels, complete; parts thereof",,
,,,other than glass inners:,,
9617.00.01,00K,No.,Vacuum flasks,Free,Free
9617.00.09,00L,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
96.18,,,,,
9618.00.00,00A,.,Tailors’ dummies and other lay figures; automata and other animated,,
,,,displays used for shop window dressing,5,Free
,,,,,*See Below
,,,,,CA Free
96.19,,,,,
9619,,,"Sanitary towels (pads) and tampons, napkins (diapers), napkin liners",,
,,,"and similar articles, of any material:",,
,,,Of plastics:,,
9619.00.10,00E,No.,Incontinence or other sanitary garments,10,Free
,,,,,*See Below
,,,,,CA Free
9619.00.12,00H,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 5
,,,,,1/2025 5
9619.00.13,,,"Of paper pulp, paper, cellulose wadding or webs of cellulose fibres",Free,Free
,10A,.,Sanitary towels,,
,15B,.,Tampons,,
,19E,.,Other,,
,,,Of wadding of textile materials:,,
9619.00.21,00G,.,Sanitary towels,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC Free
9619.00.29,,,Other,Free,Free
,10E,.,Tampons,,
,19J,.,Other,,
,,,Other:,,
,,,"Babies’ napkins and the like, of textile materials, knitted or crocheted:",,
9619.00.31,,,Napkins,Free,Free
,10K,No.,Of wool or fine animal hair,,
,15L,No.,Of cotton,,
,19C,No.,Of synthetic fibres,,
,29L,No.,Other,,
,,,Other:,,
9619.00.33,00E,No.,Of cotton,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 10
,,,,,1/2025 10
9619.00.35,00H,No.,Of synthetic fibres,10,Free
,,,,,*See Below
,,,,,CA Free
9619.00.39,,,Of other textile materials,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 10
,,,,,1/2025 10
,10L,No.,Of wool or fine animal hair,,
,19D,No.,Other,,
,,,"Babies’ napkins and the like, of textile materials, not knitted or",,
,,,crocheted:,,
9619.00.41,,,Napkins,5,Free
,,,,,*See Below
,,,,,CA 2.5
,,,,,LDC 4
,,,,,RCEP 4
,,,,,1/2025 3.7
,10E,No.,Of wool or fine animal hair,,
,15F,No.,Of cotton,,
,19J,No.,Of synthetic fibres,,
,29F,No.,Other,,
,,,"Sanitary towels (pads) and tampons, napkins, etc.continued",,
,,,Othercontinued,,
,,,"Babies’ napkins and the like, of textile materials, etc.continued",,
9619.00.49,,,Other,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,10F,No.,Of wool or fine animal hair,,
,15G,No.,Of cotton,,
,19K,No.,Of synthetic fibres,,
,29G,No.,Other,,
9619.00.51,,,"Incontinence or other sanitary garments, made up of textile fabrics of",,
,,,"heading 59.03, 59.06 or 59.07",10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,,,Knitted or crocheted:,,
,10L,.,Rubberised,,
,19D,No.,Other,,
,29A,No.,Other,,
,,,"Incontinence or other sanitary garments, of other textile materials,",,
,,,knitted or crocheted:,,
9619.00.53,00F,No.,Of cotton,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 8
,,,,,1/2025 7.3
9619.00.55,00J,No.,Of man-made fibres,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 8
,,,,,1/2025 7.3
9619.00.59,00D,No.,Of other textile materials,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 10
,,,,,1/2025 10
,,,"Incontinence or other sanitary garments, of other textile materials, not",,
,,,knitted or crocheted:,,
9619.00.61,00J,No.,Of cotton,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
9619.00.65,00D,No.,Of man-made fibres,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 8
,,,,,1/2025 7.3
9619.00.69,00K,No.,Of other textile materials,10,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 8
,,,,,1/2025 7.3
,,,Other made up textile articles:,,
9619.00.71,00D,.,Sanitary towels,Free,Free
,,,"Sanitary towels (pads) and tampons, napkins, etc.continued",,
,,,Othercontinued,,
,,,Other made up textile articlescontinued,,
9619.00.79,00E,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,CPT Free,
,,,,RCEP 4,
,,,,1/2025 3.7,
9619.00.99,00F,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,LDC Free,
,,,,RCEP 4,
,,,,1/2025 3.7,
96.2,,,"Monopods, bipods, tripods and similar articles:",,
,,,Of plastics:,,
9620.00.10,00J,.,For use with machinery of heading 84.28,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9620.00.11,00E,.,Of a type for use with: machines of heading 84.71; television cameras;,,
,,,the apparatus of heading 90.05; photographic cameras of 90.06;,,
,,,cinematographic cameras; surveying (including photogrammetrical,,
,,,"surveying), hydrographic, oceanographic, hydrological, meteorological",,
,,,or geophysical instruments and appliances; or musical instruments of,,
,,,Chapter 92,Free Free,
9620.00.13,00H,.,For use solely or principally with the apparatus of heading 85.19 or,,
,,,85.21,The rate applicable,
,,,,to the apparatus for which,
,,,,the parts or accessories,
,,,,have been designed,
9620.00.15,00L,.,"Of a type constituting parts of goods of Chapter 84, not elsewhere",,
,,,specified or included,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9620.00.17,00C,.,"For machines, appliances, instruments or apparatus of Chapter 90,",,
,,,not specified or included elsewhere,The rate applicable,
,,,,to the apparatus for which,
,,,,the parts or accessories,
,,,,have been designed,
,,,,AAN Free,
,,,,TW Free,
9620.00.19,00F,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,CPT Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
,,,Of wood:,,
9620.00.20,00D,.,For use with machinery of heading 84.28,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9620.00.21,00L,.,Of a type for use with: machines of heading 84.71; television cameras;,,
,,,the apparatus of heading 90.05; photographic cameras of 90.06;,,
,,,cinematographic cameras; surveying (including photogrammetrical,,
,,,"surveying), hydrographic, oceanographic, hydrological, meteorological",,
,,,or geophysical instruments and appliances; or musical instruments of,,
,,,Chapter 92,Free Free,
,,,"Monopods, bipods, tripods and similar articlescontinued",,
,,,Of woodcontinued,,
9620.00.23,00C,.,For use solely or principally with the apparatus of heading 85.19,,
,,,or 85.21,The rate applicable,
,,,,to the apparatus for which,
,,,,the parts or accessories,
,,,,have been designed,
,,,,AAN Free,
,,,,TW Free,
9620.00.25,00F,.,"Of a type constituting parts of goods of Chapter 84, not elsewhere",,
,,,specified or included,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9620.00.27,00J,.,"For machines, appliances, instruments or apparatus of Chapter 90,",,
,,,not specified or included elsewhere,The rate applicable,
,,,,to the apparatus for which,
,,,,the parts or accessories,
,,,,have been designed,
,,,,AAN Free,
,,,,TW Free,
9620.00.29,00A,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,CPT Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
,,,Non-electrical articles of graphite or other carbon:,,
9620.00.30,00K,.,For use with machinery of heading 84.28,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9620.00.31,00F,.,Of a type for use with: machines of heading 84.71; television cameras;,,
,,,the apparatus of heading 90.05; photographic cameras of 90.06;,,
,,,cinematographic cameras; surveying (including photogrammetrical,,
,,,"surveying), hydrographic, oceanographic, hydrological, meteorological",,
,,,or geophysical instruments and appliances; or musical instruments of,,
,,,Chapter 92,Free Free,
9620.00.33,00J,.,For use solely or principally with the apparatus of heading 85.19 or 85.21,The rate applicable,
