Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,10G,l,Jet fuel,,
,19L,l,Kerosene,,
,,,In other containers:,,
2710.20.43,,,For manufacture in a licensed manufacturing area,Free,Free
,10K,l,Jet fuel,,
,19C,l,Kerosene,,
2710.20.45,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,10B,l,Jet fuel,,
,19F,l,Kerosene,,
,,,Other:,,
2710.20.47,,,For manufacture in a licensed manufacturing area,Free,Free
,10E,l,Diesel,,
,19J,l,Other,,
,,,Other:,,
2710.20.49,00L,l,Automotive diesel,Free,Free
2710.20.51,00E,l,Marine diesel,Free,Free
2710.20.53,00H,l,Other,Free,Free
,,,"Petroleum oils and oils obtained from bituminous, etc.€”continued",,
,,,"Petroleum oils and oils obtained from bituminous, etc.€”continued",,
,,,Residual fuel oil:,,
2710.20.55,00L,l,For manufacture in a licensed manufacturing area,Free,Free
2710.20.59,00F,l,Other,Free,Free
,,,Waste oils:,,
S 2710.91.00,,,"Containing polychlorinated biphenyls (PCBs), polychlorinated",,
,,,terphenyls (PCTs) or polybrominated biphenyls (PBBs),Free,Free
,01K,l,Containing polychlorinated biphenyls (PCBs) at a concentration level,,
,,,of 50 mg/kg or more,,
,09E,l,"Other, containing polychlorinated terphenyls (PCTs) or polybrominated",,
,,,"biphenyls (PBBs), whether or not also containing polychlorinated",,
,,,biphenyls (PCBs) at a concentration level of less than 50 mg/kg,,
2710.99.00,00H,l,Other,Free,Free
27.11,,,Petroleum gases and other gaseous hydrocarbons:,,
,,,Liquefied:,,
2711.11.00,00L,l,Natural gas,Free,Free
2711.12.00,00E,l,Propane per l,10.40¢1,.
2711.13.00,,,Butanes per l,10.40¢1,.
,01H,l,Isobutane,,
,09C,l,n-Butane,,
2711.14,,,"Ethylene, propylene, butylene and butadiene:",,
2711.14.01,00L,l,Propylene and butylene per l,10.40¢1,.
2711.14.09,00A,l,Other,Free,Free
2711.19.00,00G,.,Other,Free,Free
,,,In gaseous state:,,
2711.21.00,00D,GJ,Natural gas per gigajoule,$3.17 ,.
2711.29.00,00L,.,Other,Free,Free
27.12,,,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack",,
,,,"wax, ozokerite, lignite wax, peat wax, other mineral waxes, and",,
,,,"similar products obtained by synthesis or by other processes, whether",,
,,,or not coloured:,,
2712.10.00,00D,kg,Petroleum jelly,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
2712.20.00,00H,kg,Paraffin wax containing by weight less than 0.75 % of oil,Free,Free
2712.90.00,,,Other,Free,Free
,01A,kg,Paraffin wax containing by weight 0.75 % or more of oil,,
,09G,kg,Other,,
27.13,,,"Petroleum coke, petroleum bitumen and other residues of petroleum",,
,,,oils or of oils obtained from bituminous minerals:,,
,,,Petroleum coke:,,
2713.11.00,00G,kg,Not calcined,Free,Free
2713.12.00,10J,tne,Calcined,Free,Free
2713.20.00,00F,kg,Petroleum bitumen,Free,Free
2713.90.00,00A,kg,Other residues of petroleum oils or of oils obtained from bituminous,,
,,,minerals,Free,Free
27.14,,,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands;",,
,,,asphaltites and asphaltic rocks:,,
2714.10.00,00L,kg,Bituminous or oil shale and tar sands,Free,Free
2714.90.00,00K,kg,Other,Free,Free
27.15,,,,,
2715,,,"Bituminous mixtures based on natural asphalt, on natural bitumen,",,
,,,"on petroleum bitumen, on mineral tar or on mineral tar pitch (for",,
,,,"example, bituminous mastics, cut-backs):",,
2715.00.01,00A,kg,"Mastic preparations, including mastics incorporating mineral substances",,
,,,such as sand or asbestos,Free,Free
,,,"Bituminous mixtures based on natural asphalt, on, etc.€”continued",,
,,,Road surfacing preparations:,,
2715.00.11,00G,kg,"Cut-backs, being mixtures of bitumen and oil",Free,Free
2715.00.19,00H,kg,Other,Free,Free
2715.00.29,00C,kg,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
